access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
read,0,4.1021749020e+01,4.0986420870e+01,1.3631967953e+07,1.3643717996e+07
read,1,4.1021759033e+01,4.0986425877e+01,1.3631964625e+07,1.3643716329e+07
read,2,4.1021749973e+01,4.0986420870e+01,1.3631967636e+07,1.3643717996e+07
read,3,4.1021761894e+01,4.0986419916e+01,1.3631963674e+07,1.3643718313e+07
read,4,4.1021759033e+01,4.0986423016e+01,1.3631964625e+07,1.3643717281e+07
read,5,4.1022424936e+01,4.0986476898e+01,1.3631743342e+07,1.3643699345e+07
read,6,4.1021750927e+01,4.0986423016e+01,1.3631967319e+07,1.3643717281e+07
read,7,4.1021732092e+01,4.0986425877e+01,1.3631973578e+07,1.3643716329e+07
read,8,4.1021749973e+01,4.0986425161e+01,1.3631967636e+07,1.3643716567e+07
read,9,4.1021749973e+01,4.0986438036e+01,1.3631967636e+07,1.3643712281e+07
read,10,4.1021744967e+01,4.0986428976e+01,1.3631969300e+07,1.3643715297e+07
read,11,4.1021757126e+01,4.0986432076e+01,1.3631965259e+07,1.3643714265e+07
read,12,4.1021758080e+01,4.0986453056e+01,1.3631964942e+07,1.3643707281e+07
read,13,4.1021760941e+01,4.0986464977e+01,1.3631963991e+07,1.3643703313e+07
read,14,4.1021763086e+01,4.0986455202e+01,1.3631963278e+07,1.3643706567e+07
read,15,4.1021749973e+01,4.0986467123e+01,1.3631967636e+07,1.3643702599e+07
read,16,4.1021757126e+01,4.0986451864e+01,1.3631965259e+07,1.3643707678e+07
read,17,4.1021750927e+01,4.0986499071e+01,1.3631967319e+07,1.3643691964e+07
read,18,4.1021747112e+01,4.0986455202e+01,1.3631968587e+07,1.3643706567e+07
read,19,4.1021759987e+01,4.0986500025e+01,1.3631964308e+07,1.3643691646e+07
read,20,4.1021741867e+01,4.0986463070e+01,1.3631970330e+07,1.3643703948e+07
read,21,4.1021755934e+01,4.0986502886e+01,1.3631965655e+07,1.3643690694e+07
read,22,4.1021759987e+01,4.0986464024e+01,1.3631964308e+07,1.3643703630e+07
read,23,4.1021728992e+01,4.0986474991e+01,1.3631974608e+07,1.3643699980e+07
read,24,4.1021725893e+01,4.0986454010e+01,1.3631975638e+07,1.3643706964e+07
read,25,4.1021762133e+01,4.0986466885e+01,1.3631963595e+07,1.3643702678e+07
read,26,4.1021746159e+01,4.0986458063e+01,1.3631968903e+07,1.3643705615e+07
read,27,4.1021763086e+01,4.0986509085e+01,1.3631963278e+07,1.3643688630e+07
read,28,4.1021747112e+01,4.0986485004e+01,1.3631968587e+07,1.3643696646e+07
read,29,4.1021758080e+01,4.0986482859e+01,1.3631964942e+07,1.3643697361e+07
read,30,4.1021754026e+01,4.0986485958e+01,1.3631966289e+07,1.3643696329e+07
read,31,4.1021743059e+01,4.0986490965e+01,1.3631969933e+07,1.3643694662e+07
read,32,4.1021727085e+01,4.0986438990e+01,1.3631975242e+07,1.3643711964e+07
read,33,4.1021725893e+01,4.0986441851e+01,1.3631975638e+07,1.3643711011e+07
read,34,4.1021747828e+01,4.0986439943e+01,1.3631968349e+07,1.3643711646e+07
read,35,4.1021746159e+01,4.0986513138e+01,1.3631968903e+07,1.3643687281e+07
read,36,4.1021754980e+01,4.0986469030e+01,1.3631965972e+07,1.3643701964e+07
read,37,4.1021764994e+01,4.0986470938e+01,1.3631962644e+07,1.3643701329e+07
read,38,4.1021764040e+01,4.0986469030e+01,1.3631962961e+07,1.3643701964e+07
read,39,4.1021748066e+01,4.0986474037e+01,1.3631968270e+07,1.3643700297e+07
read,40,4.1021754026e+01,4.0986440897e+01,1.3631966289e+07,1.3643711329e+07
read,41,4.1021761894e+01,4.0986490965e+01,1.3631963674e+07,1.3643694662e+07
read,42,4.1021751881e+01,4.0986443043e+01,1.3631967002e+07,1.3643710615e+07
read,43,4.1021764040e+01,4.0986515045e+01,1.3631962961e+07,1.3643686646e+07
read,44,4.1021727085e+01,4.0986443996e+01,1.3631975242e+07,1.3643710297e+07
read,45,4.1021733999e+01,4.0986538887e+01,1.3631972944e+07,1.3643678710e+07
read,46,4.1021745920e+01,4.0986445189e+01,1.3631968983e+07,1.3643709900e+07
read,47,4.1021751165e+01,4.0986454010e+01,1.3631967240e+07,1.3643706964e+07
