access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
read,0,2.3219380808e+02,2.3215495014e+02,2.5686732723e+07,2.5691032151e+07
read,1,2.3219415498e+02,2.3215500498e+02,2.5686694347e+07,2.5691026082e+07
read,2,2.3219380593e+02,2.3215494704e+02,2.5686732960e+07,2.5691032494e+07
read,3,2.3219950294e+02,2.3215503311e+02,2.5686102736e+07,2.5691022969e+07
read,4,2.3219503212e+02,2.3215498090e+02,2.5686597312e+07,2.5691028747e+07
read,5,2.3219605398e+02,2.3215500116e+02,2.5686484269e+07,2.5691026504e+07
read,6,2.3219502902e+02,2.3215498018e+02,2.5686597655e+07,2.5691028826e+07
read,7,2.3219665909e+02,2.3215504098e+02,2.5686417330e+07,2.5691022098e+07
read,8,2.3219472003e+02,2.3215495992e+02,2.5686631837e+07,2.5691031069e+07
read,9,2.3219472408e+02,2.3215498519e+02,2.5686631389e+07,2.5691028272e+07
read,10,2.3219444585e+02,2.3215496206e+02,2.5686662169e+07,2.5691030831e+07
read,11,2.3219400692e+02,2.3215504289e+02,2.5686710726e+07,2.5691021887e+07
read,12,2.3219826007e+02,2.3215498590e+02,2.5686240225e+07,2.5691028193e+07
read,13,2.3219389606e+02,2.3215503502e+02,2.5686722990e+07,2.5691022758e+07
read,14,2.3219534683e+02,2.3215498400e+02,2.5686562497e+07,2.5691028404e+07
read,15,2.3219976497e+02,2.3215504098e+02,2.5686073751e+07,2.5691022098e+07
read,16,2.3219392085e+02,2.3215495396e+02,2.5686720247e+07,2.5691031728e+07
read,17,2.3219711709e+02,2.3215497899e+02,2.5686366664e+07,2.5691028958e+07
read,18,2.3219963408e+02,2.3215501404e+02,2.5686088231e+07,2.5691025080e+07
read,19,2.3219665909e+02,2.3215502095e+02,2.5686417330e+07,2.5691024314e+07
read,20,2.3219995999e+02,2.3215496016e+02,2.5686052177e+07,2.5691031042e+07
read,21,2.3219638300e+02,2.3215503621e+02,2.5686447872e+07,2.5691022626e+07
read,22,2.3219388604e+02,2.3215499592e+02,2.5686724098e+07,2.5691027085e+07
read,23,2.3219446111e+02,2.3215502906e+02,2.5686660481e+07,2.5691023417e+07
read,24,2.3219727206e+02,2.3215496707e+02,2.5686349521e+07,2.5691030277e+07
read,25,2.3219593310e+02,2.3215502715e+02,2.5686497641e+07,2.5691023628e+07
read,26,2.3219808006e+02,2.3215496516e+02,2.5686260138e+07,2.5691030488e+07
read,27,2.3219889903e+02,2.3215499520e+02,2.5686169542e+07,2.5691027164e+07
read,28,2.3219453716e+02,2.3215499878e+02,2.5686652067e+07,2.5691026768e+07
read,29,2.3219533610e+02,2.3215501213e+02,2.5686563684e+07,2.5691025291e+07
read,30,2.3219815803e+02,2.3215499592e+02,2.5686251513e+07,2.5691027085e+07
read,31,2.3219506788e+02,2.3215501499e+02,2.5686593356e+07,2.5691024974e+07
read,32,2.3219389296e+02,2.3215502596e+02,2.5686723333e+07,2.5691023760e+07
read,33,2.3219409204e+02,2.3215503693e+02,2.5686701310e+07,2.5691022547e+07
read,34,2.3219844794e+02,2.3215502501e+02,2.5686219442e+07,2.5691023866e+07
read,35,2.3219771719e+02,2.3215506220e+02,2.5686300280e+07,2.5691019750e+07
read,36,2.3219585896e+02,2.3215501809e+02,2.5686505844e+07,2.5691024631e+07
read,37,2.3219395399e+02,2.3215503716e+02,2.5686716581e+07,2.5691022520e+07
read,38,2.3219629884e+02,2.3215503502e+02,2.5686457182e+07,2.5691022758e+07
read,39,2.3219505811e+02,2.3215506601e+02,2.5686594438e+07,2.5691019328e+07
read,40,2.3219377398e+02,2.3215504003e+02,2.5686736494e+07,2.5691022204e+07
read,41,2.3219479609e+02,2.3215505099e+02,2.5686623424e+07,2.5691020990e+07
read,42,2.3219644403e+02,2.3215503311e+02,2.5686441120e+07,2.5691022969e+07
read,43,2.3219478488e+02,2.3215509605e+02,2.5686624663e+07,2.5691016003e+07
read,44,2.3219408917e+02,2.3215504384e+02,2.5686701626e+07,2.5691021782e+07
read,45,2.3219400096e+02,2.3215502691e+02,2.5686711385e+07,2.5691023655e+07
read,46,2.3219532108e+02,2.3215501499e+02,2.5686565346e+07,2.5691024974e+07
read,47,2.3219425392e+02,2.3215503311e+02,2.5686683401e+07,2.5691022969e+07
read,48,2.3219386697e+02,2.3215494800e+02,2.5686726208e+07,2.5691032388e+07
read,49,2.3219713998e+02,2.3215496922e+02,2.5686364132e+07,2.5691030040e+07
read,50,2.3219491887e+02,2.3215500188e+02,2.5686609841e+07,2.5691026425e+07
read,51,2.3219769406e+02,2.3215501213e+02,2.5686302838e+07,2.5691025291e+07
read,52,2.3219821906e+02,2.3215499020e+02,2.5686244762e+07,2.5691027718e+07
read,53,2.3219431996e+02,2.3215498400e+02,2.5686676095e+07,2.5691028404e+07
read,54,2.3219871593e+02,2.3215496206e+02,2.5686189798e+07,2.5691030831e+07
read,55,2.3219396687e+02,2.3215497804e+02,2.5686715157e+07,2.5691029064e+07
read,56,2.3219688296e+02,2.3215495682e+02,2.5686392564e+07,2.5691031412e+07
read,57,2.3219879389e+02,2.3215497303e+02,2.5686181173e+07,2.5691029618e+07
read,58,2.3219946599e+02,2.3215495706e+02,2.5686106824e+07,2.5691031385e+07
read,59,2.3219486308e+02,2.3215499997e+02,2.5686616012e+07,2.5691026636e+07
