access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
write,0,3.7117108583e+02,3.5820781207e+02,1.5066021825e+06,1.5611249927e+06
write,1,3.7117111111e+02,3.0074621296e+02,1.5066020799e+06,1.8593988682e+06
write,2,3.7117108893e+02,3.3989043212e+02,1.5066021699e+06,1.6452571628e+06
write,3,3.7117114210e+02,3.0074637699e+02,1.5066019541e+06,1.8593978541e+06
write,4,3.7117109179e+02,3.0074620605e+02,1.5066021583e+06,1.8593989110e+06
write,5,3.7117109799e+02,3.7116393614e+02,1.5066021331e+06,1.5066312040e+06
write,6,3.7117110205e+02,3.3763290405e+02,1.5066021167e+06,1.6562579100e+06
write,7,3.7117113900e+02,3.0074638486e+02,1.5066019667e+06,1.8593978054e+06
write,8,3.7117110395e+02,3.3311262703e+02,1.5066021090e+06,1.6787330249e+06
write,9,3.7117111802e+02,3.0074834919e+02,1.5066020519e+06,1.8593856608e+06
write,10,3.7117110801e+02,3.2550504303e+02,1.5066020925e+06,1.7179677550e+06
write,11,3.7117114019e+02,3.0074836898e+02,1.5066019619e+06,1.8593855385e+06
write,12,3.7117111897e+02,3.2378572392e+02,1.5066020480e+06,1.7270902535e+06
write,13,3.7117113209e+02,3.0074823403e+02,1.5066019948e+06,1.8593863728e+06
write,14,3.7117108607e+02,3.2928944993e+02,1.5066021815e+06,1.6982237606e+06
write,15,3.7117113996e+02,3.0074838710e+02,1.5066019628e+06,1.8593854265e+06
write,16,3.7117111206e+02,3.0074644899e+02,1.5066020760e+06,1.8593974089e+06
write,17,3.7117113805e+02,3.0074639678e+02,1.5066019706e+06,1.8593977317e+06
write,18,3.7117110491e+02,3.3166513395e+02,1.5066021051e+06,1.6860595545e+06
write,19,3.7117114401e+02,3.2905948186e+02,1.5066019464e+06,1.6994105894e+06
write,20,3.7117112803e+02,3.0074834108e+02,1.5066020112e+06,1.8593857109e+06
write,21,3.7117110896e+02,3.5820754385e+02,1.5066020886e+06,1.5611261616e+06
write,22,3.7117109489e+02,3.2488182878e+02,1.5066021457e+06,1.7212632978e+06
write,23,3.7117113113e+02,3.0074637413e+02,1.5066019986e+06,1.8593978718e+06
write,24,3.7117110920e+02,3.5519057989e+02,1.5066020877e+06,1.5743862581e+06
write,25,3.7117174816e+02,3.2486248899e+02,1.5065994941e+06,1.7213657685e+06
write,26,3.7117109680e+02,3.0074642301e+02,1.5066021380e+06,1.8593975696e+06
write,27,3.7117113519e+02,3.2486246586e+02,1.5066019822e+06,1.7213658910e+06
write,28,3.7117113209e+02,3.0074831009e+02,1.5066019948e+06,1.8593859026e+06
write,29,3.7117114115e+02,3.5549647784e+02,1.5066019580e+06,1.5730315287e+06
write,30,3.7117110586e+02,3.5530590296e+02,1.5066021012e+06,1.5738752533e+06
write,31,3.7117114210e+02,3.5523336697e+02,1.5066019541e+06,1.5741966268e+06
write,32,3.7117112994e+02,3.0597595501e+02,1.5066020035e+06,1.8276180165e+06
write,33,3.7117113709e+02,3.0074819803e+02,1.5066019744e+06,1.8593865954e+06
write,34,3.7117112684e+02,3.0597592783e+02,1.5066020160e+06,1.8276181789e+06
write,35,3.7117113805e+02,3.0074838901e+02,1.5066019706e+06,1.8593854147e+06
write,36,3.7117110896e+02,3.0054575777e+02,1.5066020886e+06,1.8606390326e+06
write,37,3.7117110491e+02,3.0054578686e+02,1.5066021051e+06,1.8606388526e+06
write,38,3.7117109704e+02,3.5189269090e+02,1.5066021370e+06,1.5891411856e+06
write,39,3.7117113090e+02,3.0054278803e+02,1.5066019996e+06,1.8606574181e+06
write,40,3.7117111397e+02,3.3602717400e+02,1.5066020683e+06,1.6641724577e+06
write,41,3.7117113018e+02,3.0054578304e+02,1.5066020025e+06,1.8606388762e+06
write,42,3.7117111397e+02,3.0054582787e+02,1.5066020683e+06,1.8606385987e+06
write,43,3.7117113900e+02,3.0054574800e+02,1.5066019667e+06,1.8606390931e+06
write,44,3.7117110085e+02,3.1460968781e+02,1.5066021215e+06,1.7774632813e+06
write,45,3.7117113018e+02,3.0054580188e+02,1.5066020025e+06,1.8606387596e+06
write,46,3.7117108893e+02,3.3876137018e+02,1.5066021699e+06,1.6507406606e+06
write,47,3.7117113900e+02,3.0054279494e+02,1.5066019667e+06,1.8606573753e+06
write,48,3.7117111015e+02,3.3809492302e+02,1.5066020838e+06,1.6539945735e+06
write,49,3.7117113900e+02,3.0054578805e+02,1.5066019667e+06,1.8606388452e+06
write,50,3.7117112899e+02,3.0671387196e+02,1.5066020073e+06,1.8232209858e+06
write,51,3.7117113590e+02,3.0054580307e+02,1.5066019793e+06,1.8606387522e+06
write,52,3.7117113090e+02,3.5592319798e+02,1.5066019996e+06,1.5711456044e+06
write,53,3.7117162180e+02,3.1222288108e+02,1.5066000070e+06,1.7910512070e+06
write,54,3.7117111588e+02,3.0054576707e+02,1.5066020606e+06,1.8606389751e+06
write,55,3.7117112494e+02,3.5646836495e+02,1.5066020238e+06,1.5687427637e+06
write,56,3.7117112613e+02,3.1502848792e+02,1.5066020190e+06,1.7751003145e+06
write,57,3.7117113495e+02,3.0054276109e+02,1.5066019831e+06,1.8606575849e+06
write,58,3.7117110300e+02,3.1501449084e+02,1.5066021128e+06,1.7751791878e+06
