access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
write,0,2.9081524396e+02,2.9076710200e+02,2.0508898388e+07,2.0512294021e+07
write,1,2.9081319499e+02,2.9072603083e+02,2.0509042886e+07,2.0515191815e+07
write,2,2.9081450605e+02,2.9073896194e+02,2.0508950427e+07,2.0514279367e+07
write,3,2.9081373215e+02,2.9072583699e+02,2.0509005005e+07,2.0515205493e+07
write,4,2.9081614399e+02,2.9074148107e+02,2.0508834916e+07,2.0514101621e+07
write,5,2.9081382489e+02,2.9073498201e+02,2.0508998464e+07,2.0514560190e+07
write,6,2.9081570792e+02,2.9074301004e+02,2.0508865668e+07,2.0513993740e+07
write,7,2.9081604886e+02,2.9072792888e+02,2.0508841625e+07,2.0515057879e+07
write,8,2.9081591010e+02,2.9073786497e+02,2.0508851410e+07,2.0514356768e+07
write,9,2.9081383014e+02,2.9072560906e+02,2.0508998094e+07,2.0515221577e+07
write,10,2.9081610298e+02,2.9074007082e+02,2.0508837808e+07,2.0514201125e+07
write,11,2.9081438708e+02,2.9072820592e+02,2.0508958817e+07,2.0515038330e+07
write,12,2.9081565404e+02,2.9073983598e+02,2.0508869468e+07,2.0514217696e+07
write,13,2.9081461310e+02,2.9072734904e+02,2.0508942877e+07,2.0515098795e+07
write,14,2.9081521320e+02,2.9074068999e+02,2.0508900557e+07,2.0514157437e+07
write,15,2.9081620812e+02,2.9072546411e+02,2.0508830393e+07,2.0515231806e+07
write,16,2.9081386304e+02,2.9074091387e+02,2.0508995774e+07,2.0514141641e+07
write,17,2.9081388092e+02,2.9073211884e+02,2.0508994513e+07,2.0514762221e+07
write,18,2.9081538606e+02,2.9074402499e+02,2.0508888367e+07,2.0513922128e+07
write,19,2.9081381822e+02,2.9072756505e+02,2.0508998935e+07,2.0515083552e+07
write,20,2.9081424189e+02,2.9073818803e+02,2.0508969056e+07,2.0514333973e+07
write,21,2.9081499887e+02,2.9072628903e+02,2.0508915672e+07,2.0515173594e+07
write,22,2.9081561494e+02,2.9073833609e+02,2.0508872226e+07,2.0514323526e+07
write,23,2.9081510687e+02,2.9072661209e+02,2.0508908056e+07,2.0515150798e+07
write,24,2.9081454110e+02,2.9074404597e+02,2.0508947955e+07,2.0513920648e+07
write,25,2.9081416082e+02,2.9073588109e+02,2.0508974773e+07,2.0514496751e+07
write,26,2.9081595206e+02,2.9074070501e+02,2.0508848451e+07,2.0514156378e+07
write,27,2.9081450582e+02,2.9072617292e+02,2.0508950443e+07,2.0515181788e+07
write,28,2.9081417990e+02,2.9074328089e+02,2.0508973428e+07,2.0513974630e+07
write,29,2.9081384301e+02,2.9072895503e+02,2.0508997186e+07,2.0514985469e+07
write,30,2.9081501508e+02,2.9074394488e+02,2.0508914529e+07,2.0513927781e+07
write,31,2.9081510401e+02,2.9072954798e+02,2.0508908258e+07,2.0514943629e+07
write,32,2.9081619692e+02,2.9073962188e+02,2.0508831183e+07,2.0514232802e+07
write,33,2.9081592512e+02,2.9072611594e+02,2.0508850351e+07,2.0515185809e+07
write,34,2.9081434798e+02,2.9074011493e+02,2.0508961574e+07,2.0514198013e+07
write,35,2.9081466794e+02,2.9072893906e+02,2.0508939010e+07,2.0514986597e+07
write,36,2.9081649494e+02,2.9074062204e+02,2.0508810166e+07,2.0514162232e+07
write,37,2.9081599784e+02,2.9072520900e+02,2.0508845223e+07,2.0515249808e+07
write,38,2.9081615210e+02,2.9073603296e+02,2.0508834344e+07,2.0514486035e+07
write,39,2.9081500387e+02,2.9072186303e+02,2.0508915319e+07,2.0515485921e+07
write,40,2.9081543398e+02,2.9073698807e+02,2.0508884987e+07,2.0514418642e+07
write,41,2.9081634092e+02,2.9072834611e+02,2.0508821028e+07,2.0515028437e+07
write,42,2.9081422997e+02,2.9074040985e+02,2.0508969897e+07,2.0514177204e+07
write,43,2.9081593490e+02,2.9072206903e+02,2.0508849662e+07,2.0515471385e+07
write,44,2.9081582117e+02,2.9074017000e+02,2.0508857682e+07,2.0514194127e+07
write,45,2.9081312394e+02,2.9072454405e+02,2.0509047897e+07,2.0515296731e+07
write,46,2.9081628489e+02,2.9074312592e+02,2.0508824979e+07,2.0513985564e+07
write,47,2.9081388903e+02,2.9072660303e+02,2.0508993941e+07,2.0515151437e+07
write,48,2.9081416583e+02,2.9074180388e+02,2.0508974420e+07,2.0514078844e+07
write,49,2.9081525302e+02,2.9072692204e+02,2.0508897749e+07,2.0515128927e+07
write,50,2.9081622577e+02,2.9073694515e+02,2.0508829149e+07,2.0514421670e+07
write,51,2.9081371307e+02,2.9072153211e+02,2.0509006350e+07,2.0515509274e+07
write,52,2.9081583905e+02,2.9074384499e+02,2.0508856421e+07,2.0513934829e+07
write,53,2.9081630898e+02,2.9072558379e+02,2.0508823281e+07,2.0515223360e+07
write,54,2.9081492305e+02,2.9074368906e+02,2.0508921019e+07,2.0513945831e+07
write,55,2.9081497192e+02,2.9072872305e+02,2.0508917572e+07,2.0515001839e+07
write,56,2.9081589103e+02,2.9074269199e+02,2.0508852755e+07,2.0514016181e+07
write,57,2.9081421995e+02,2.9072399998e+02,2.0508970603e+07,2.0515335124e+07
write,58,2.9081590486e+02,2.9074299383e+02,2.0508851780e+07,2.0513994884e+07
write,59,2.9081627297e+02,2.9072439003e+02,2.0508825820e+07,2.0515307599e+07
write,60,2.9081474900e+02,2.9073840809e+02,2.0508933293e+07,2.0514318446e+07
write,61,2.9081360412e+02,2.9072707605e+02,2.0509014034e+07,2.0515118058e+07
write,62,2.9081499791e+02,2.9073966098e+02,2.0508915740e+07,2.0514230043e+07
write,63,2.9081630206e+02,2.9072391987e+02,2.0508823769e+07,2.0515340777e+07
write,64,2.9081447315e+02,2.9073972011e+02,2.0508952747e+07,2.0514225871e+07
write,65,2.9081402397e+02,2.9072127414e+02,2.0508984424e+07,2.0515527478e+07
write,66,2.9081554079e+02,2.9073703480e+02,2.0508877455e+07,2.0514415345e+07
write,67,2.9081388497e+02,2.9072327995e+02,2.0508994227e+07,2.0515385933e+07
write,68,2.9081465006e+02,2.9073707891e+02,2.0508940271e+07,2.0514412233e+07
write,69,2.9081380510e+02,2.9072510004e+02,2.0508999859e+07,2.0515257496e+07
write,70,2.9081517792e+02,2.9073598289e+02,2.0508903045e+07,2.0514489568e+07
write,71,2.9081498194e+02,2.9072529411e+02,2.0508916866e+07,2.0515243802e+07
write,72,2.9081632996e+02,2.9074433613e+02,2.0508821801e+07,2.0513900176e+07
write,73,2.9081346297e+02,2.9073611498e+02,2.0509023988e+07,2.0514480248e+07
write,74,2.9081439114e+02,2.9074282789e+02,2.0508958531e+07,2.0514006592e+07
write,75,2.9081642103e+02,2.9073672700e+02,2.0508815379e+07,2.0514437063e+07
write,76,2.9081611204e+02,2.9074434090e+02,2.0508837169e+07,2.0513899839e+07
write,77,2.9081650615e+02,2.9072898197e+02,2.0508809376e+07,2.0514983568e+07
write,78,2.9081462908e+02,2.9074426103e+02,2.0508941751e+07,2.0513905475e+07
write,79,2.9081565619e+02,2.9073431587e+02,2.0508869317e+07,2.0514607194e+07
write,80,2.9081579709e+02,2.9074448991e+02,2.0508859380e+07,2.0513889326e+07
write,81,2.9081389499e+02,2.9073811078e+02,2.0508993521e+07,2.0514339424e+07
write,82,2.9081641197e+02,2.9073939514e+02,2.0508816017e+07,2.0514248800e+07
write,83,2.9081376600e+02,2.9073062587e+02,2.0509002617e+07,2.0514867569e+07
write,84,2.9081528807e+02,2.9074236703e+02,2.0508895277e+07,2.0514039109e+07
write,85,2.9081638408e+02,2.9073376203e+02,2.0508817985e+07,2.0514646274e+07
write,86,2.9081564903e+02,2.9074017596e+02,2.0508869821e+07,2.0514193707e+07
write,87,2.9081397986e+02,2.9073146391e+02,2.0508987535e+07,2.0514808435e+07
write,88,2.9081500697e+02,2.9074260402e+02,2.0508915101e+07,2.0514022388e+07
write,89,2.9081619596e+02,2.9074044299e+02,2.0508831251e+07,2.0514174866e+07
write,90,2.9081466389e+02,2.9074371505e+02,2.0508939296e+07,2.0513943997e+07
write,91,2.9081622291e+02,2.9073504806e+02,2.0508829351e+07,2.0514555530e+07
write,92,2.9081475806e+02,2.9074419284e+02,2.0508932654e+07,2.0513910286e+07
write,93,2.9081345320e+02,2.9073137212e+02,2.0509024677e+07,2.0514814912e+07
write,94,2.9081540012e+02,2.9074438596e+02,2.0508887375e+07,2.0513896660e+07
write,95,2.9081614614e+02,2.9073432398e+02,2.0508834765e+07,2.0514606622e+07
write,96,2.9081580687e+02,2.9074235892e+02,2.0508858691e+07,2.0514039681e+07
write,97,2.9081529212e+02,2.9073038578e+02,2.0508894991e+07,2.0514884511e+07
write,98,2.9081626821e+02,2.9074282098e+02,2.0508826156e+07,2.0514007080e+07
write,99,2.9081571198e+02,2.9074078918e+02,2.0508865382e+07,2.0514150439e+07
write,100,2.9081611800e+02,2.9074388790e+02,2.0508836749e+07,2.0513931801e+07
write,101,2.9081379485e+02,2.9073661804e+02,2.0509000582e+07,2.0514444751e+07
write,102,2.9081647301e+02,2.9074285793e+02,2.0508811713e+07,2.0514004473e+07
write,103,2.9081640100e+02,2.9073259306e+02,2.0508816791e+07,2.0514728759e+07
write,104,2.9081463003e+02,2.9074443793e+02,2.0508941683e+07,2.0513892993e+07
write,105,2.9081368923e+02,2.9072828412e+02,2.0509008031e+07,2.0515032812e+07
write,106,2.9081511903e+02,2.9074405980e+02,2.0508907198e+07,2.0513919672e+07
write,107,2.9081450200e+02,2.9073033500e+02,2.0508950712e+07,2.0514888094e+07
write,108,2.9081577706e+02,2.9071743488e+02,2.0508860792e+07,2.0515798409e+07
write,109,2.9081386113e+02,2.9070650101e+02,2.0508995908e+07,2.0516570037e+07
write,110,2.9081582212e+02,2.9071935987e+02,2.0508857615e+07,2.0515662564e+07
write,111,2.9081349897e+02,2.9070592809e+02,2.0509021449e+07,2.0516610470e+07
write,112,2.9081379008e+02,2.9072108197e+02,2.0509000919e+07,2.0515541039e+07
write,113,2.9081449199e+02,2.9070652294e+02,2.0508951419e+07,2.0516568489e+07
write,114,2.9081497598e+02,2.9071948600e+02,2.0508917287e+07,2.0515653664e+07
write,115,2.9081330204e+02,2.9070641494e+02,2.0509035337e+07,2.0516576111e+07
write,116,2.9081597900e+02,2.9071929312e+02,2.0508846551e+07,2.0515667275e+07
write,117,2.9081420088e+02,2.9070654678e+02,2.0508971948e+07,2.0516566806e+07
