access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
read,0,7.2596666813e+01,7.2565063000e+01,7.7029317261e+06,7.7062865363e+06
read,1,7.2596624851e+01,7.2565068007e+01,7.7029361785e+06,7.7062860046e+06
read,2,7.2596610069e+01,7.2565061092e+01,7.7029377469e+06,7.7062867388e+06
read,3,7.2596698046e+01,7.2565063000e+01,7.7029284121e+06,7.7062865363e+06
read,4,7.2596622944e+01,7.2565063953e+01,7.7029363808e+06,7.7062864350e+06
read,5,7.2597196102e+01,7.2565068960e+01,7.7028755658e+06,7.7062859033e+06
read,6,7.2596615076e+01,7.2565064907e+01,7.7029372157e+06,7.7062863337e+06
read,7,7.2596698046e+01,7.2565063953e+01,7.7029284121e+06,7.7062864350e+06
read,8,7.2596529961e+01,7.2565062046e+01,7.7029462469e+06,7.7062866376e+06
read,9,7.2596530914e+01,7.2565068960e+01,7.7029461457e+06,7.7062859033e+06
read,10,7.2596525908e+01,7.2565063953e+01,7.7029466770e+06,7.7062864350e+06
read,11,7.2596531868e+01,7.2565063953e+01,7.7029460445e+06,7.7062864350e+06
read,12,7.2596528053e+01,7.2565062046e+01,7.7029464493e+06,7.7062866376e+06
read,13,7.2596565008e+01,7.2565068960e+01,7.7029425282e+06,7.7062859033e+06
read,14,7.2596526146e+01,7.2565062046e+01,7.7029466517e+06,7.7062866376e+06
read,15,7.2596558094e+01,7.2565055847e+01,7.7029432618e+06,7.7062872959e+06
read,16,7.2596527100e+01,7.2565060139e+01,7.7029465505e+06,7.7062868401e+06
read,17,7.2596539974e+01,7.2565063953e+01,7.7029451844e+06,7.7062864350e+06
read,18,7.2596529007e+01,7.2565062046e+01,7.7029463481e+06,7.7062866376e+06
read,19,7.2596561909e+01,7.2565060854e+01,7.7029428570e+06,7.7062867642e+06
read,20,7.2596526861e+01,7.2565061092e+01,7.7029465758e+06,7.7062867388e+06
read,21,7.2596535921e+01,7.2565067053e+01,7.7029456145e+06,7.7062861059e+06
read,22,7.2596527100e+01,7.2565061092e+01,7.7029465505e+06,7.7062867388e+06
read,23,7.2596534014e+01,7.2565060854e+01,7.7029458169e+06,7.7062867642e+06
read,24,7.2596532106e+01,7.2565059900e+01,7.7029460192e+06,7.7062868654e+06
read,25,7.2596546888e+01,7.2565067053e+01,7.7029444508e+06,7.7062861059e+06
read,26,7.2596528053e+01,7.2565059900e+01,7.7029464493e+06,7.7062868654e+06
read,27,7.2596552849e+01,7.2565061808e+01,7.7029438183e+06,7.7062866629e+06
read,28,7.2596531153e+01,7.2565062046e+01,7.7029461204e+06,7.7062866376e+06
read,29,7.2596534014e+01,7.2565066814e+01,7.7029458169e+06,7.7062861312e+06
read,30,7.2596532106e+01,7.2565060854e+01,7.7029460192e+06,7.7062867642e+06
read,31,7.2596596003e+01,7.2565061808e+01,7.7029392395e+06,7.7062866629e+06
read,32,7.2596660852e+01,7.2565063000e+01,7.7029323585e+06,7.7062865363e+06
read,33,7.2596611023e+01,7.2565068007e+01,7.7029376457e+06,7.7062860046e+06
read,34,7.2596600056e+01,7.2565062046e+01,7.7029388094e+06,7.7062866376e+06
read,35,7.2596683979e+01,7.2565061808e+01,7.7029299046e+06,7.7062866629e+06
read,36,7.2596617937e+01,7.2565108061e+01,7.7029369121e+06,7.7062817509e+06
read,37,7.2596695900e+01,7.2565172911e+01,7.7029286398e+06,7.7062748640e+06
read,38,7.2596607924e+01,7.2565137148e+01,7.7029379746e+06,7.7062786619e+06
read,39,7.2596695900e+01,7.2565203905e+01,7.7029286398e+06,7.7062715724e+06
read,40,7.2596570015e+01,7.2565111876e+01,7.7029419969e+06,7.7062813458e+06
read,41,7.2596637964e+01,7.2565136909e+01,7.7029347871e+06,7.7062786872e+06
read,42,7.2596698046e+01,7.2565116882e+01,7.7029284121e+06,7.7062808141e+06
read,43,7.2596621990e+01,7.2565196991e+01,7.7029364820e+06,7.7062723067e+06
read,44,7.2596745014e+01,7.2565100908e+01,7.7029234285e+06,7.7062825105e+06
read,45,7.2596753120e+01,7.2565178156e+01,7.7029225683e+06,7.7062743069e+06
read,46,7.2596699953e+01,7.2565124989e+01,7.7029282097e+06,7.7062799532e+06
read,47,7.2596700907e+01,7.2565185070e+01,7.7029281085e+06,7.7062735727e+06
read,48,7.2596657991e+01,7.2565182924e+01,7.7029326621e+06,7.7062738005e+06
