access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
write,0,2.8928846788e+02,2.8893022108e+02,2.0617138082e+07,2.0642701430e+07
write,1,2.8928680706e+02,2.8888447595e+02,2.0617256447e+07,2.0645970222e+07
write,2,2.8928649712e+02,2.8889219308e+02,2.0617278537e+07,2.0645418709e+07
write,3,2.8928697181e+02,2.8888652492e+02,2.0617244706e+07,2.0645823788e+07
write,4,2.8928924322e+02,2.8889304113e+02,2.0617082825e+07,2.0645358104e+07
write,5,2.8928954411e+02,2.8889079881e+02,2.0617061382e+07,2.0645518350e+07
write,6,2.8928913808e+02,2.8889373207e+02,2.0617090319e+07,2.0645308727e+07
write,7,2.8928767610e+02,2.8888968682e+02,2.0617194512e+07,2.0645597818e+07
write,8,2.8928782105e+02,2.8889371204e+02,2.0617184181e+07,2.0645310159e+07
write,9,2.8928965688e+02,2.8889010596e+02,2.0617053345e+07,2.0645567864e+07
write,10,2.8928638697e+02,2.8889428210e+02,2.0617286387e+07,2.0645269420e+07
write,11,2.8928963518e+02,2.8889161992e+02,2.0617054891e+07,2.0645459670e+07
write,12,2.8928950787e+02,2.8889259720e+02,2.0617063965e+07,2.0645389829e+07
write,13,2.8928933597e+02,2.8888800883e+02,2.0617076216e+07,2.0645717737e+07
write,14,2.8928916001e+02,2.8889376616e+02,2.0617088756e+07,2.0645306291e+07
write,15,2.8928864598e+02,2.8888446498e+02,2.0617125390e+07,2.0645971006e+07
write,16,2.8928952599e+02,2.8889400101e+02,2.0617062673e+07,2.0645289508e+07
write,17,2.8928827119e+02,2.8888504314e+02,2.0617152101e+07,2.0645929686e+07
write,18,2.8928956985e+02,2.8889203405e+02,2.0617059547e+07,2.0645430074e+07
write,19,2.8928929806e+02,2.8889095783e+02,2.0617078917e+07,2.0645506986e+07
write,20,2.8928793597e+02,2.8889422393e+02,2.0617175991e+07,2.0645273578e+07
write,21,2.8928819799e+02,2.8888879800e+02,2.0617157317e+07,2.0645661339e+07
write,22,2.8928638291e+02,2.8889335489e+02,2.0617286676e+07,2.0645335682e+07
write,23,2.8928904700e+02,2.8888983512e+02,2.0617096810e+07,2.0645587220e+07
write,24,2.8928724098e+02,2.8889490199e+02,2.0617225522e+07,2.0645225121e+07
write,25,2.8928755093e+02,2.8888804889e+02,2.0617203433e+07,2.0645714875e+07
write,26,2.8928649807e+02,2.8889268804e+02,2.0617278469e+07,2.0645383338e+07
write,27,2.8928827596e+02,2.8888676381e+02,2.0617151761e+07,2.0645806714e+07
write,28,2.8928717494e+02,2.8889395404e+02,2.0617230229e+07,2.0645292865e+07
write,29,2.8928830385e+02,2.8888677382e+02,2.0617149773e+07,2.0645805999e+07
write,30,2.8928687716e+02,2.8889395499e+02,2.0617251452e+07,2.0645292797e+07
