access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
write,0,9.0067891788e+02,8.7244069099e+02,6.2087294029e+05,6.4096869136e+05
write,1,9.0067897415e+02,7.5573893404e+02,6.2087290150e+05,7.3994754380e+05
write,2,9.0067894411e+02,8.5121331692e+02,6.2087292221e+05,6.5695303032e+05
write,3,9.0067896700e+02,7.5573892999e+02,6.2087290643e+05,7.3994754777e+05
write,4,9.0067892885e+02,8.5160457492e+02,6.2087293272e+05,6.5665120229e+05
write,5,9.0067896295e+02,5.4223430991e+02,6.2087290922e+05,1.0313017044e+06
write,6,9.0067895103e+02,5.4223436403e+02,6.2087291744e+05,1.0313016015e+06
write,7,9.0067897701e+02,8.5110328102e+02,6.2087289953e+05,6.5703796527e+05
write,8,9.0067894888e+02,5.4223438191e+02,6.2087291892e+05,1.0313015675e+06
write,9,9.0067897415e+02,5.4223436904e+02,6.2087290150e+05,1.0313015919e+06
write,10,9.0067894816e+02,8.9600524092e+02,6.2087291941e+05,6.2411149228e+05
write,11,9.0067895913e+02,8.3819805717e+02,6.2087291185e+05,6.6715397777e+05
write,12,9.0067892504e+02,5.4223431492e+02,6.2087293535e+05,1.0313016949e+06
write,13,9.0067896199e+02,8.0419300508e+02,6.2087290988e+05,6.9536437704e+05
write,14,9.0067892313e+02,5.4223430920e+02,6.2087293667e+05,1.0313017058e+06
write,15,9.0067896485e+02,8.8502867317e+02,6.2087290791e+05,6.3185203480e+05
write,16,9.0067894101e+02,7.8000723195e+02,6.2087292434e+05,7.1692561952e+05
write,17,9.0067897701e+02,4.8895386696e+02,6.2087289953e+05,1.1436808374e+06
write,18,9.0067893505e+02,4.8895385695e+02,6.2087292845e+05,1.1436808608e+06
write,19,9.0067897415e+02,8.7854905605e+02,6.2087290150e+05,6.3651217214e+05
write,20,9.0067893696e+02,7.7860280013e+02,6.2087292714e+05,7.1821879899e+05
write,21,9.0067897201e+02,4.8895394802e+02,6.2087290298e+05,1.1436806478e+06
write,22,9.0067895603e+02,4.8895390916e+02,6.2087291399e+05,1.1436807387e+06
write,23,9.0067970109e+02,8.6833764219e+02,6.2087240039e+05,6.4399738170e+05
write,24,9.0067895103e+02,7.5699430299e+02,6.2087291744e+05,7.3872044452e+05
write,25,9.0067897606e+02,4.8895388007e+02,6.2087290018e+05,1.1436808067e+06
write,26,9.0067894912e+02,7.6580801606e+02,6.2087291876e+05,7.3021848332e+05
write,27,9.0067897415e+02,4.8895380688e+02,6.2087290150e+05,1.1436809779e+06
write,28,9.0067894292e+02,7.6580798793e+02,6.2087292303e+05,7.3021851014e+05
write,29,9.0067896080e+02,4.8895385385e+02,6.2087291070e+05,1.1436808680e+06
write,30,9.0067894411e+02,8.8194579387e+02,6.2087292221e+05,6.3406070066e+05
write,31,9.0067897081e+02,6.8710702300e+02,6.2087290380e+05,8.1385744765e+05
write,32,9.0067895007e+02,4.8895388985e+02,6.2087291810e+05,1.1436807838e+06
write,33,9.0067897797e+02,6.8350196600e+02,6.2087289887e+05,8.1815005050e+05
write,34,9.0067895794e+02,4.8895386100e+02,6.2087291267e+05,1.1436808513e+06
write,35,9.0067897606e+02,8.6393730712e+02,6.2087290018e+05,6.4727748575e+05
write,36,9.0067888403e+02,7.0376787400e+02,6.2087296362e+05,7.9459035949e+05
write,37,9.0067889714e+02,8.8942600894e+02,6.2087295458e+05,6.2872814869e+05
write,38,9.0067887807e+02,8.8828002214e+02,6.2087296773e+05,6.2953928273e+05
write,39,9.0067890596e+02,8.3600623894e+02,6.2087294850e+05,6.6890310377e+05
write,40,9.0067887187e+02,7.0376787114e+02,6.2087297200e+05,7.9459036272e+05
write,41,9.0067890811e+02,7.0376792693e+02,6.2087294702e+05,7.9459029973e+05
write,42,9.0067888498e+02,7.6986191416e+02,6.2087296297e+05,7.2637333750e+05
write,43,9.0067888403e+02,7.6647829390e+02,6.2087296362e+05,7.2957991433e+05
write,44,9.0067884898e+02,7.0376796293e+02,6.2087298778e+05,7.9459025908e+05
write,45,9.0067888999e+02,7.0376789093e+02,6.2087295951e+05,7.9459034038e+05
write,46,9.0067885399e+02,8.5833791804e+02,6.2087298433e+05,6.5150001677e+05
write,47,9.0067889881e+02,8.5064036202e+02,6.2087295343e+05,6.5739552573e+05
write,48,9.0067885089e+02,5.2487738585e+02,6.2087298647e+05,1.0654053367e+06
write,49,9.0067889810e+02,8.4812815404e+02,6.2087295393e+05,6.5934277189e+05
write,50,9.0067886090e+02,4.9330324912e+02,6.2087297957e+05,1.1335971717e+06
write,51,9.0067888594e+02,8.3098151708e+02,6.2087296231e+05,6.7294778104e+05
write,52,9.0067885804e+02,4.9330326200e+02,6.2087298154e+05,1.1335971421e+06
write,53,9.0067889810e+02,7.6474820590e+02,6.2087295393e+05,7.3123044119e+05
write,54,9.0067887402e+02,4.9330323410e+02,6.2087297053e+05,1.1335972062e+06
write,55,9.0067890286e+02,7.5165342617e+02,6.2087295064e+05,7.4396942597e+05
write,56,9.0067886615e+02,4.9330321097e+02,6.2087297595e+05,1.1335972594e+06
write,57,9.0067890310e+02,4.9330322790e+02,6.2087295047e+05,1.1335972205e+06
write,58,9.0067886305e+02,8.5686583614e+02,6.2087297809e+05,6.5261928345e+05
write,59,9.0067889214e+02,7.4763687110e+02,6.2087295804e+05,7.4796627831e+05
write,60,9.0067888093e+02,4.9330320096e+02,6.2087296576e+05,1.1335972824e+06
write,61,9.0067959714e+02,7.4763698912e+02,6.2087247205e+05,7.4796616024e+05
write,62,9.0067886305e+02,4.9330318904e+02,6.2087297809e+05,1.1335973098e+06
write,63,9.0067888689e+02,5.1014752793e+02,6.2087296165e+05,1.0961675542e+06
write,64,9.0067886901e+02,4.9330323696e+02,6.2087297398e+05,1.1335971997e+06
write,65,9.0067890692e+02,6.5638374805e+02,6.2087294785e+05,8.5195157506e+05
write,66,9.0067887783e+02,4.9330319405e+02,6.2087296790e+05,1.1335972983e+06
write,67,9.0067890382e+02,6.4147322989e+02,6.2087294998e+05,8.7175448943e+05
write,68,9.0067888308e+02,4.9330318999e+02,6.2087296428e+05,1.1335973076e+06
write,69,9.0067890382e+02,6.3767848682e+02,6.2087294998e+05,8.7694218882e+05
write,70,9.0067888618e+02,4.9330319214e+02,6.2087296214e+05,1.1335973027e+06
write,71,9.0067890406e+02,8.7968229103e+02,6.2087294982e+05,6.3569219672e+05
write,72,9.0067887092e+02,8.0207113194e+02,6.2087297266e+05,6.9720395826e+05
write,73,9.0067891693e+02,8.8876274204e+02,6.2087294094e+05,6.2919735667e+05
write,74,9.0067887712e+02,8.8839163303e+02,6.2087296839e+05,6.2946019211e+05
write,75,9.0067889905e+02,8.8815615201e+02,6.2087295327e+05,6.2962708386e+05
write,76,9.0067886496e+02,5.7394615602e+02,6.2087297677e+05,9.7431991160e+05
write,77,9.0067890906e+02,8.9371685481e+02,6.2087294637e+05,6.2570954659e+05
write,78,9.0067886400e+02,8.0695134091e+02,6.2087297743e+05,6.9298746981e+05
write,79,9.0067891502e+02,5.7394615602e+02,6.2087294226e+05,9.7431991160e+05
write,80,9.0067886496e+02,8.0600095415e+02,6.2087297677e+05,6.9380459802e+05
write,81,9.0067891598e+02,5.7394614816e+02,6.2087294160e+05,9.7431992495e+05
write,82,9.0067888117e+02,7.1270236397e+02,6.2087296560e+05,7.8462931551e+05
write,83,9.0067890716e+02,5.7394614816e+02,6.2087294768e+05,9.7431992495e+05
write,84,9.0067887306e+02,6.3760899305e+02,6.2087297118e+05,8.7703776781e+05
write,85,9.0067890215e+02,3.0290072989e+02,6.2087295113e+05,1.8461730620e+06
write,86,9.0067888808e+02,7.6413784194e+02,6.2087296083e+05,7.3181451998e+05
write,87,9.0067890906e+02,6.3588915396e+02,6.2087294637e+05,8.7940982248e+05
write,88,9.0067887092e+02,3.0290077400e+02,6.2087297266e+05,1.8461727932e+06
write,89,9.0067890978e+02,3.0290078998e+02,6.2087294587e+05,1.8461726958e+06
write,90,9.0067888403e+02,6.3588915491e+02,6.2087296362e+05,8.7940982116e+05
write,91,9.0067891407e+02,3.0290092301e+02,6.2087294291e+05,1.8461718850e+06
write,92,9.0067886996e+02,7.7419147110e+02,6.2087297332e+05,7.2231119675e+05
write,93,9.0067891502e+02,6.3588915801e+02,6.2087294226e+05,8.7940981688e+05
write,94,9.0067886996e+02,3.0290081096e+02,6.2087297332e+05,1.8461725680e+06
write,95,9.0067890096e+02,7.2211064100e+02,6.2087295195e+05,7.7440649154e+05
write,96,9.0067890000e+02,6.3588916898e+02,6.2087295261e+05,8.7940980171e+05
write,97,9.0067890310e+02,3.0290085697e+02,6.2087295047e+05,1.8461722875e+06
write,98,9.0067890501e+02,7.0695083094e+02,6.2087294916e+05,7.9101281663e+05
write,99,9.0067890906e+02,6.3588915086e+02,6.2087294637e+05,8.7940982677e+05
write,100,9.0067888689e+02,3.0290111995e+02,6.2087296165e+05,1.8461706847e+06
write,101,9.0067891598e+02,6.3588915300e+02,6.2087294160e+05,8.7940982380e+05
write,102,9.0067954516e+02,3.0290088916e+02,6.2087250788e+05,1.8461720913e+06
write,103,9.0067891598e+02,3.0290084004e+02,6.2087294160e+05,1.8461723907e+06
write,104,9.0067890000e+02,6.4432410502e+02,6.2087295261e+05,8.6789732627e+05
write,105,9.0067891479e+02,6.3588916612e+02,6.2087294242e+05,8.7940980567e+05
write,106,9.0067888784e+02,3.0290100503e+02,6.2087296099e+05,1.8461713851e+06
write,107,9.0067890000e+02,9.0066344595e+02,6.2087295261e+05,6.2088360587e+05
write,108,9.0067890000e+02,8.5993128109e+02,6.2087295261e+05,6.5029285514e+05
write,109,9.0067893696e+02,7.7690617085e+02,6.2087292714e+05,7.1978726516e+05
write,110,9.0067889810e+02,3.0222220397e+02,6.2087295393e+05,1.8503179470e+06
write,111,9.0067969418e+02,3.0222203088e+02,6.2087240516e+05,1.8503190068e+06
write,112,9.0067891884e+02,3.0222196698e+02,6.2087293963e+05,1.8503193980e+06
write,113,9.0067894197e+02,3.0222209001e+02,6.2087292369e+05,1.8503186448e+06
write,114,9.0067892504e+02,7.7673090196e+02,6.2087293535e+05,7.1994968475e+05
write,115,9.0067893600e+02,3.0222200084e+02,6.2087292779e+05,1.8503191907e+06
write,116,9.0067891407e+02,3.0222216797e+02,6.2087294291e+05,1.8503181675e+06
write,117,9.0067894602e+02,3.0222220206e+02,6.2087292089e+05,1.8503179587e+06
write,118,9.0067893004e+02,3.0222215295e+02,6.2087293190e+05,1.8503182594e+06
write,119,9.0067894316e+02,3.0222221804e+02,6.2087292286e+05,1.8503178609e+06
write,120,9.0067890286e+02,3.0222203493e+02,6.2087295064e+05,1.8503189820e+06
write,121,9.0067894912e+02,3.0222208714e+02,6.2087291876e+05,1.8503186623e+06
write,122,9.0067892003e+02,7.7673096323e+02,6.2087293881e+05,7.1994962796e+05
write,123,9.0067891908e+02,3.0222208500e+02,6.2087293946e+05,1.8503186754e+06
write,124,9.0067891097e+02,3.0222213197e+02,6.2087294505e+05,1.8503183879e+06
write,125,9.0067894721e+02,3.0222199893e+02,6.2087292007e+05,1.8503192024e+06
write,126,9.0067892885e+02,3.0222223902e+02,6.2087293272e+05,1.8503177325e+06
write,127,9.0067894816e+02,3.0222218418e+02,6.2087291941e+05,1.8503180682e+06
write,128,9.0067892289e+02,3.0222213411e+02,6.2087293683e+05,1.8503183747e+06
write,129,9.0067893100e+02,3.0222224784e+02,6.2087293125e+05,1.8503176785e+06
write,130,9.0067890501e+02,8.3595097899e+02,6.2087294916e+05,6.6894732114e+05
write,131,9.0067894316e+02,6.7376495099e+02,6.2087292286e+05,8.2997366838e+05
write,132,9.0067890501e+02,3.0222215199e+02,6.2087294916e+05,1.8503182653e+06
write,133,9.0067894816e+02,8.3608716798e+02,6.2087291941e+05,6.6883835731e+05
write,134,9.0067890716e+02,8.2277937698e+02,6.2087294768e+05,6.7965627681e+05
write,135,9.0067894697e+02,6.7376503205e+02,6.2087292023e+05,8.2997356852e+05
write,136,9.0067892289e+02,3.0222202802e+02,6.2087293683e+05,1.8503190243e+06
write,137,9.0067895007e+02,8.3243854713e+02,6.2087291810e+05,6.7176991013e+05
write,138,9.0067892194e+02,8.3125094795e+02,6.2087293749e+05,6.7272966049e+05
write,139,9.0067893291e+02,6.7376497793e+02,6.2087292993e+05,8.2997363519e+05
write,140,9.0067892385e+02,3.0222218990e+02,6.2087293618e+05,1.8503180332e+06
write,141,9.0067894602e+02,6.7376493311e+02,6.2087292089e+05,8.2997369041e+05
write,142,9.0067892313e+02,3.0222206807e+02,6.2087293667e+05,1.8503187791e+06
write,143,9.0067893910e+02,8.8937005997e+02,6.2087292566e+05,6.2876770106e+05
write,144,9.0067895889e+02,8.5803440690e+02,6.2087291202e+05,6.5173047083e+05
