access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
read,0,3.9863211870e+01,3.9801185131e+01,1.4028151315e+07,1.4050012987e+07
read,1,3.9863335133e+01,3.9801200867e+01,1.4028107938e+07,1.4050007433e+07
read,2,3.9863254070e+01,3.9801187038e+01,1.4028136464e+07,1.4050012314e+07
read,3,3.9863270044e+01,3.9801255941e+01,1.4028130843e+07,1.4049987991e+07
read,4,3.9863205910e+01,3.9801191092e+01,1.4028153412e+07,1.4050010883e+07
read,5,3.9863243103e+01,3.9801206112e+01,1.4028140324e+07,1.4050005581e+07
read,6,3.9863200903e+01,3.9801192999e+01,1.4028155174e+07,1.4050010210e+07
read,7,3.9863308191e+01,3.9801243067e+01,1.4028117419e+07,1.4049992536e+07
read,8,3.9863183022e+01,3.9801194906e+01,1.4028161467e+07,1.4050009537e+07
read,9,3.9863302946e+01,3.9801253080e+01,1.4028119264e+07,1.4049989001e+07
read,10,3.9863248110e+01,3.9801197052e+01,1.4028138562e+07,1.4050008779e+07
read,11,3.9863269091e+01,3.9801285028e+01,1.4028131178e+07,1.4049977723e+07
read,12,3.9863183975e+01,3.9801215887e+01,1.4028161131e+07,1.4050002130e+07
read,13,3.9863228083e+01,3.9801229954e+01,1.4028145609e+07,1.4049997165e+07
read,14,3.9863193989e+01,3.9801216125e+01,1.4028157607e+07,1.4050002046e+07
read,15,3.9863321066e+01,3.9801233053e+01,1.4028112888e+07,1.4049996071e+07
read,16,3.9863237858e+01,3.9801187992e+01,1.4028142169e+07,1.4050011977e+07
read,17,3.9863330126e+01,3.9801218987e+01,1.4028109700e+07,1.4050001036e+07
read,18,3.9863312960e+01,3.9801195860e+01,1.4028115741e+07,1.4050009200e+07
read,19,3.9863271952e+01,3.9801276922e+01,1.4028130171e+07,1.4049980585e+07
read,20,3.9863177061e+01,3.9801199913e+01,1.4028163564e+07,1.4050007769e+07
read,21,3.9863219023e+01,3.9801227093e+01,1.4028148798e+07,1.4049998175e+07
read,22,3.9863191128e+01,3.9801202774e+01,1.4028158614e+07,1.4050006759e+07
read,23,3.9863260984e+01,3.9801290035e+01,1.4028134031e+07,1.4049975956e+07
read,24,3.9863174915e+01,3.9801192045e+01,1.4028164319e+07,1.4050010547e+07
read,25,3.9863302946e+01,3.9801280022e+01,1.4028119264e+07,1.4049979490e+07
read,26,3.9863255024e+01,3.9801196814e+01,1.4028136128e+07,1.4050008863e+07
