access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
write,0,2.8755850792e+00,2.2879137993e+00,2.0420281224e+07,2.5665414500e+07
write,1,2.8737280369e+00,2.3251290321e+00,2.0433477088e+07,2.5254622513e+07
write,2,2.8734788895e+00,2.3238689899e+00,2.0435248790e+07,2.5268316008e+07
write,3,2.8742148876e+00,2.3214609623e+00,2.0430015951e+07,2.5294526573e+07
write,4,2.8735811710e+00,2.3251340389e+00,2.0434521423e+07,2.5254568131e+07
write,5,2.8740370274e+00,2.3203721046e+00,2.0431280266e+07,2.5306396281e+07
write,6,2.8735029697e+00,2.3339240551e+00,2.0435077541e+07,2.5159454470e+07
write,7,2.8763210773e+00,2.3319370747e+00,2.0415056046e+07,2.5180892160e+07
write,8,2.8736319542e+00,2.3269309998e+00,2.0434160302e+07,2.5235065417e+07
write,9,2.8745899200e+00,2.3186719418e+00,2.0427350555e+07,2.5324952160e+07
write,10,2.8740921021e+00,2.2985739708e+00,2.0430888752e+07,2.5546385170e+07
write,11,2.8753681183e+00,2.3360700607e+00,2.0421822036e+07,2.5136342008e+07
write,12,2.8735139370e+00,2.3342978954e+00,2.0434999547e+07,2.5155425156e+07
write,13,2.8747200966e+00,2.3151941299e+00,2.0426425540e+07,2.5362994507e+07
write,14,2.8733692169e+00,2.3007490635e+00,2.0436028776e+07,2.5522234011e+07
write,15,2.8753340244e+00,2.3251519203e+00,2.0422064185e+07,2.5254373913e+07
write,16,2.8733971119e+00,2.3265130520e+00,2.0435830382e+07,2.5239598785e+07
write,17,2.8751280308e+00,2.2993080616e+00,2.0423527360e+07,2.5538229079e+07
write,18,2.8743419647e+00,2.3318240643e+00,2.0429112722e+07,2.5182112536e+07
write,19,2.8739850521e+00,2.3269040585e+00,2.0431649760e+07,2.5235357593e+07
write,20,2.8748428822e+00,2.3343029022e+00,2.0425553120e+07,2.5155371201e+07
write,21,2.8754429817e+00,2.3351738453e+00,2.0421290345e+07,2.5145989074e+07
write,22,2.8750159740e+00,2.2904150486e+00,2.0424323388e+07,2.5637386567e+07
write,23,2.8744578362e+00,2.3363170624e+00,2.0428289210e+07,2.5133684527e+07
write,24,2.8758180141e+00,2.3215010166e+00,2.0418627226e+07,2.5294090151e+07
write,25,2.8753299713e+00,2.3211159706e+00,2.0422092972e+07,2.5298286145e+07
write,26,2.8759739399e+00,2.2600018978e+00,2.0417520196e+07,2.5982392341e+07
