access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
read,0,6.3239383698e-01,6.1517691612e-01,8.7713441778e+06,9.0168272811e+06
read,1,6.3241100311e-01,6.1516594887e-01,8.7711060888e+06,9.0169880342e+06
read,2,6.3241410255e-01,6.1517691612e-01,8.7710631018e+06,9.0168272811e+06
read,3,6.3238811493e-01,6.1517095566e-01,8.7714235436e+06,9.0169146462e+06
read,4,6.3239097595e-01,6.1517477036e-01,8.7713838605e+06,9.0168587324e+06
read,5,6.3241600990e-01,6.1516785622e-01,8.7710366486e+06,9.0169600767e+06
read,6,6.3241696358e-01,6.1517596245e-01,8.7710234220e+06,9.0168412594e+06
read,7,6.3240408897e-01,6.1517405510e-01,8.7712019842e+06,9.0168692161e+06
read,8,6.3238096237e-01,6.1517596245e-01,8.7715227530e+06,9.0168412594e+06
read,9,6.3239622116e-01,6.1516499519e-01,8.7713111091e+06,9.0170020130e+06
read,10,6.3240408897e-01,6.1517691612e-01,8.7712019842e+06,9.0168272811e+06
read,11,6.3241195679e-01,6.1517214775e-01,8.7710928620e+06,9.0168971731e+06
read,12,6.3238000870e-01,6.1517596245e-01,8.7715359811e+06,9.0168412594e+06
read,13,6.3240599632e-01,6.1516904831e-01,8.7711755300e+06,9.0169426034e+06
read,14,6.3241600990e-01,6.1517810822e-01,8.7710366486e+06,9.0168098083e+06
read,15,6.3238501549e-01,6.1517691612e-01,8.7714665341e+06,9.0168272811e+06
read,16,6.3240504265e-01,6.1517691612e-01,8.7711887571e+06,9.0168272811e+06
read,17,6.3241600990e-01,6.1516785622e-01,8.7710366486e+06,9.0169600767e+06
read,18,6.3237500191e-01,6.1517596245e-01,8.7716054292e+06,9.0168412594e+06
read,19,6.3235998154e-01,6.1517214775e-01,8.7718137801e+06,9.0168971731e+06
read,20,6.3235402107e-01,6.1517477036e-01,8.7718964617e+06,9.0168587324e+06
read,21,6.3238096237e-01,6.1516618729e-01,8.7715227530e+06,9.0169845395e+06
read,22,6.3238120079e-01,6.1517190933e-01,8.7715194460e+06,9.0169006677e+06
read,23,6.3237214088e-01,6.1517310143e-01,8.7716451143e+06,9.0168831946e+06
read,24,6.3236713409e-01,6.1517596245e-01,8.7717145641e+06,9.0168412594e+06
read,25,6.3239097595e-01,6.1516714096e-01,8.7713838605e+06,9.0169705608e+06
read,26,6.3239502907e-01,6.1517596245e-01,8.7713276434e+06,9.0168412594e+06
read,27,6.3240313530e-01,6.1517214775e-01,8.7712152113e+06,9.0168971731e+06
read,28,6.3235998154e-01,6.1517500877e-01,8.7718137801e+06,9.0168552378e+06
read,29,6.3239097595e-01,6.1516809464e-01,8.7713838605e+06,9.0169565821e+06
read,30,6.3240003586e-01,6.1517596245e-01,8.7712581997e+06,9.0168412594e+06
read,31,6.3237094879e-01,6.1517310143e-01,8.7716616499e+06,9.0168831946e+06
read,32,6.3235306740e-01,6.1517286301e-01,8.7719096909e+06,9.0168866892e+06
read,33,6.3236093521e-01,6.1516499519e-01,8.7718005511e+06,9.0170020130e+06
