access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
read,0,7.1013811111e+01,7.0992413044e+01,7.8746255024e+06,7.8769990204e+06
read,1,7.1014400005e+01,7.0996397018e+01,7.8745602013e+06,7.8765570013e+06
read,2,7.1013904095e+01,7.0996366024e+01,7.8746151916e+06,7.8765604399e+06
read,3,7.1013859034e+01,7.0996328115e+01,7.8746201884e+06,7.8765646456e+06
read,4,7.1013770819e+01,7.0977030993e+01,7.8746299704e+06,7.8787061135e+06
read,5,7.1013846874e+01,7.0996298075e+01,7.8746215367e+06,7.8765679784e+06
read,6,7.1013917923e+01,7.0996251822e+01,7.8746136582e+06,7.8765731099e+06
read,7,7.1013897896e+01,7.0996370077e+01,7.8746158790e+06,7.8765599902e+06
read,8,7.1013835192e+01,7.0976985931e+01,7.8746228322e+06,7.8787111155e+06
read,9,7.1013903141e+01,7.0996411085e+01,7.8746152974e+06,7.8765554407e+06
read,10,7.1013900042e+01,7.0996345043e+01,7.8746156411e+06,7.8765627676e+06
read,11,7.1013834000e+01,7.0996301889e+01,7.8746229643e+06,7.8765675552e+06
read,12,7.1013821840e+01,7.0977064848e+01,7.8746243127e+06,7.8787023554e+06
read,13,7.1013856888e+01,7.0996300936e+01,7.8746204263e+06,7.8765676610e+06
read,14,7.1013869047e+01,7.0996366978e+01,7.8746190780e+06,7.8765603341e+06
read,15,7.1013907909e+01,7.0996302128e+01,7.8746147686e+06,7.8765675287e+06
read,16,7.1013769865e+01,7.0977040052e+01,7.8746300761e+06,7.8787051078e+06
read,17,7.1013931990e+01,7.0996370077e+01,7.8746120984e+06,7.8765599902e+06
read,18,7.1013859034e+01,7.0996297121e+01,7.8746201884e+06,7.8765680842e+06
read,19,7.1013836861e+01,7.0996381044e+01,7.8746226471e+06,7.8765587735e+06
read,20,7.1013770103e+01,7.0977105141e+01,7.8746300497e+06,7.8786978828e+06
read,21,7.1013842106e+01,7.0996281862e+01,7.8746220655e+06,7.8765697771e+06
read,22,7.1013858080e+01,7.0996298790e+01,7.8746202941e+06,7.8765678990e+06
read,23,7.1013895988e+01,7.0996323109e+01,7.8746160905e+06,7.8765652010e+06
read,24,7.1013808012e+01,7.0976984024e+01,7.8746258461e+06,7.8787113272e+06
read,25,7.1013895988e+01,7.0996358156e+01,7.8746160905e+06,7.8765613128e+06
read,26,7.1013868093e+01,7.0996320009e+01,7.8746191837e+06,7.8765655449e+06
