access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
write,0,2.8977822089e+02,2.8936826897e+02,2.0582293140e+07,2.0611452352e+07
write,1,2.8978113413e+02,2.8897658491e+02,2.0582086222e+07,2.0639389485e+07
write,2,2.8977956486e+02,2.8900427508e+02,2.0582197682e+07,2.0637411977e+07
write,3,2.8977972198e+02,2.8896835184e+02,2.0582186522e+07,2.0639977527e+07
write,4,2.8977822018e+02,2.8901635599e+02,2.0582293191e+07,2.0636549331e+07
write,5,2.8978019595e+02,2.8896854901e+02,2.0582152857e+07,2.0639963444e+07
write,6,2.8977849197e+02,2.8901560497e+02,2.0582273886e+07,2.0636602956e+07
write,7,2.8977908206e+02,2.8899365783e+02,2.0582231973e+07,2.0638170169e+07
write,8,2.8977991700e+02,2.8900456810e+02,2.0582172670e+07,2.0637391053e+07
write,9,2.8978086686e+02,2.8899369788e+02,2.0582105205e+07,2.0638167309e+07
write,10,2.8977824402e+02,2.8900463700e+02,2.0582291497e+07,2.0637386133e+07
write,11,2.8978052783e+02,2.8896851206e+02,2.0582129285e+07,2.0639966083e+07
write,12,2.8978112507e+02,2.8901560092e+02,2.0582086865e+07,2.0636603246e+07
write,13,2.8977913618e+02,2.8896852994e+02,2.0582228129e+07,2.0639964806e+07
write,14,2.8978071785e+02,2.8900464892e+02,2.0582115788e+07,2.0637385282e+07
write,15,2.8977904916e+02,2.8897579694e+02,2.0582234310e+07,2.0639445764e+07
write,16,2.8977896190e+02,2.8900556111e+02,2.0582240508e+07,2.0637320144e+07
write,17,2.8978115678e+02,2.8895773792e+02,2.0582084613e+07,2.0640735669e+07
write,18,2.8977858591e+02,2.8900467706e+02,2.0582267214e+07,2.0637383273e+07
write,19,2.8978012586e+02,2.8895710301e+02,2.0582157836e+07,2.0640781022e+07
write,20,2.8977944708e+02,2.8901560688e+02,2.0582206047e+07,2.0636602820e+07
write,21,2.8978053284e+02,2.8896745205e+02,2.0582128929e+07,2.0640041796e+07
write,22,2.8978103518e+02,2.8900553894e+02,2.0582093249e+07,2.0637321727e+07
write,23,2.8977877998e+02,2.8896853805e+02,2.0582253429e+07,2.0639964227e+07
write,24,2.8978003502e+02,2.8901621890e+02,2.0582164288e+07,2.0636559120e+07
write,25,2.8978022194e+02,2.8895381188e+02,2.0582151011e+07,2.0641016116e+07
write,26,2.8977864909e+02,2.8901112485e+02,2.0582262726e+07,2.0636922856e+07
write,27,2.8977925706e+02,2.8896750402e+02,2.0582219544e+07,2.0640038084e+07
write,28,2.8977925706e+02,2.8901561713e+02,2.0582219544e+07,2.0636602088e+07
write,29,2.8977865005e+02,2.8899300718e+02,2.0582262658e+07,2.0638216634e+07
write,30,2.8977983689e+02,2.8901560307e+02,2.0582178360e+07,2.0636603092e+07
write,31,2.8977997303e+02,2.8897724080e+02,2.0582168690e+07,2.0639342640e+07
write,32,2.8977858686e+02,2.8901652098e+02,2.0582267146e+07,2.0636537551e+07
write,33,2.8977950311e+02,2.8896849489e+02,2.0582202068e+07,2.0639967309e+07
write,34,2.8978092313e+02,2.8901561904e+02,2.0582101208e+07,2.0636601952e+07
write,35,2.8978053212e+02,2.8895667195e+02,2.0582128980e+07,2.0640811813e+07
write,36,2.8978100896e+02,2.8902072501e+02,2.0582095112e+07,2.0636237376e+07
write,37,2.8978024793e+02,2.8915020204e+02,2.0582149165e+07,2.0626996786e+07
write,38,2.8977879095e+02,2.8901520300e+02,2.0582252650e+07,2.0636631659e+07
write,39,2.8978144503e+02,2.8899693418e+02,2.0582064140e+07,2.0637936195e+07
write,40,2.8978051805e+02,2.8901787901e+02,2.0582129979e+07,2.0636440584e+07
write,41,2.8978130794e+02,2.8901335311e+02,2.0582073877e+07,2.0636763748e+07
write,42,2.8977867508e+02,2.8901516819e+02,2.0582260880e+07,2.0636634144e+07
write,43,2.8978028893e+02,2.8899255586e+02,2.0582146253e+07,2.0638248865e+07
write,44,2.8977973199e+02,2.8902053905e+02,2.0582185811e+07,2.0636250654e+07
write,45,2.8978126597e+02,2.8901005697e+02,2.0582076857e+07,2.0636999108e+07
write,46,2.8977918887e+02,2.8902063298e+02,2.0582224387e+07,2.0636243947e+07
write,47,2.8977939296e+02,2.8899288511e+02,2.0582209891e+07,2.0638225352e+07
write,48,2.8977893686e+02,2.8915321112e+02,2.0582242286e+07,2.0626782130e+07
write,49,2.8978075099e+02,2.8900580001e+02,2.0582113434e+07,2.0637303085e+07
write,50,2.8977892900e+02,2.8901672506e+02,2.0582242845e+07,2.0636522979e+07
write,51,2.8978024697e+02,2.8899277115e+02,2.0582149233e+07,2.0638233490e+07
write,52,2.8977944207e+02,2.8901963210e+02,2.0582206403e+07,2.0636315411e+07
write,53,2.8978146887e+02,2.8915023303e+02,2.0582062446e+07,2.0626994575e+07
write,54,2.8978106618e+02,2.8901670885e+02,2.0582091048e+07,2.0636524136e+07
write,55,2.8977970695e+02,2.8899691010e+02,2.0582187589e+07,2.0637937914e+07
write,56,2.8977949691e+02,2.8901175284e+02,2.0582202508e+07,2.0636878014e+07
write,57,2.8977966905e+02,2.8899256992e+02,2.0582190281e+07,2.0638247861e+07
write,58,2.8977835608e+02,2.8900262594e+02,2.0582283538e+07,2.0637529741e+07
write,59,2.8977879405e+02,2.8900576401e+02,2.0582252430e+07,2.0637305655e+07
write,60,2.8977922010e+02,2.8901936603e+02,2.0582222169e+07,2.0636334409e+07
write,61,2.8978010201e+02,2.8900477695e+02,2.0582159529e+07,2.0637376139e+07
write,62,2.8977995896e+02,2.8900297594e+02,2.0582169689e+07,2.0637504747e+07
write,63,2.8978047991e+02,2.8899212003e+02,2.0582132688e+07,2.0638279990e+07
write,64,2.8977844310e+02,2.8902073908e+02,2.0582277357e+07,2.0636236372e+07
write,65,2.8978148198e+02,2.8899213815e+02,2.0582061515e+07,2.0638278696e+07
write,66,2.8978041005e+02,2.8901180601e+02,2.0582137650e+07,2.0636874217e+07
write,67,2.8978100705e+02,2.8899253511e+02,2.0582095247e+07,2.0638250347e+07
write,68,2.8977913690e+02,2.8901178312e+02,2.0582228079e+07,2.0636875852e+07
write,69,2.8977982616e+02,2.8899318600e+02,2.0582179122e+07,2.0638203864e+07
write,70,2.8977885699e+02,2.8901670599e+02,2.0582247959e+07,2.0636524341e+07
write,71,2.8977932882e+02,2.8899694300e+02,2.0582214447e+07,2.0637935565e+07
write,72,2.8978153896e+02,2.8901874781e+02,2.0582057468e+07,2.0636378551e+07
write,73,2.8978144622e+02,2.8899652791e+02,2.0582064055e+07,2.0637965207e+07
write,74,2.8977919888e+02,2.8901393723e+02,2.0582223676e+07,2.0636722039e+07
write,75,2.8977949119e+02,2.8897519207e+02,2.0582202914e+07,2.0639488965e+07
write,76,2.8978121209e+02,2.8901421714e+02,2.0582080684e+07,2.0636702052e+07
write,77,2.8978042006e+02,2.8897524214e+02,2.0582136939e+07,2.0639485389e+07
write,78,2.8978105998e+02,2.8901422000e+02,2.0582091488e+07,2.0636701848e+07
write,79,2.8978157210e+02,2.8897589707e+02,2.0582055114e+07,2.0639438612e+07
write,80,2.8978027701e+02,2.8901435399e+02,2.0582147099e+07,2.0636692281e+07
write,81,2.8978131008e+02,2.8899958396e+02,2.0582073724e+07,2.0637746969e+07
write,82,2.8977935791e+02,2.8902207112e+02,2.0582212381e+07,2.0636141264e+07
write,83,2.8978135920e+02,2.8899324417e+02,2.0582070236e+07,2.0638199710e+07
write,84,2.8978080606e+02,2.8901897216e+02,2.0582109523e+07,2.0636362532e+07
write,85,2.8978110719e+02,2.8899936295e+02,2.0582088135e+07,2.0637762752e+07
write,86,2.8978128099e+02,2.8901404500e+02,2.0582075790e+07,2.0636714344e+07
write,87,2.8978126812e+02,2.8899646091e+02,2.0582076705e+07,2.0637969991e+07
write,88,2.8978081417e+02,2.8902246594e+02,2.0582108947e+07,2.0636113073e+07
write,89,2.8978174400e+02,2.8899036813e+02,2.0582042904e+07,2.0638405102e+07
write,90,2.8977894306e+02,2.8902188897e+02,2.0582241846e+07,2.0636154269e+07
write,91,2.8977980590e+02,2.8899322391e+02,2.0582180561e+07,2.0638201157e+07
write,92,2.8978168297e+02,2.8900887299e+02,2.0582047240e+07,2.0637083652e+07
write,93,2.8978149796e+02,2.8897611499e+02,2.0582060380e+07,2.0639423048e+07
write,94,2.8978067589e+02,2.8901423407e+02,2.0582118769e+07,2.0636700844e+07
write,95,2.8978156805e+02,2.8896803880e+02,2.0582055402e+07,2.0639999887e+07
write,96,2.8977872705e+02,2.8901546001e+02,2.0582257189e+07,2.0636613307e+07
write,97,2.8977907205e+02,2.8896793079e+02,2.0582232685e+07,2.0640007601e+07
write,98,2.8978030205e+02,2.8901891017e+02,2.0582145321e+07,2.0636366958e+07
write,99,2.8978008008e+02,2.8899320793e+02,2.0582161087e+07,2.0638202298e+07
write,100,2.8977996588e+02,2.8902245283e+02,2.0582169198e+07,2.0636114010e+07
