access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
read,0,6.3703943014e+01,6.3684846878e+01,8.7782190794e+06,8.7808512608e+06
read,1,6.3703932047e+01,6.3684852839e+01,8.7782205907e+06,8.7808504389e+06
read,2,6.3703934908e+01,6.3684849024e+01,8.7782201964e+06,8.7808509649e+06
read,3,6.3703890085e+01,6.3684854031e+01,8.7782263729e+06,8.7808502746e+06
read,4,6.3703952074e+01,6.3684849024e+01,8.7782178310e+06,8.7808509649e+06
read,5,6.3703987122e+01,6.3684853077e+01,8.7782130015e+06,8.7808504061e+06
read,6,6.3703914881e+01,6.3684849977e+01,8.7782229561e+06,8.7808508334e+06
read,7,6.3703922987e+01,6.3684854031e+01,8.7782218391e+06,8.7808502746e+06
read,8,6.3704451084e+01,6.3684849024e+01,8.7781490694e+06,8.7808509649e+06
read,9,6.3703969955e+01,6.3684852123e+01,8.7782153670e+06,8.7808505375e+06
read,10,6.3703974009e+01,6.3684848070e+01,8.7782148085e+06,8.7808510964e+06
read,11,6.3703910112e+01,6.3684854031e+01,8.7782236132e+06,8.7808502746e+06
read,12,6.3703945875e+01,6.3684848070e+01,8.7782186852e+06,8.7808510964e+06
read,13,6.3703961134e+01,6.3684853077e+01,8.7782165825e+06,8.7808504061e+06
read,14,6.3703904152e+01,6.3684849024e+01,8.7782244345e+06,8.7808509649e+06
read,15,6.3703890085e+01,6.3684853077e+01,8.7782263729e+06,8.7808504061e+06
read,16,6.3703976870e+01,6.3684847832e+01,8.7782144142e+06,8.7808511293e+06
read,17,6.3703974009e+01,6.3684853077e+01,8.7782148085e+06,8.7808504061e+06
read,18,6.3703989983e+01,6.3684848070e+01,8.7782126073e+06,8.7808510964e+06
read,19,6.3703911066e+01,6.3684852123e+01,8.7782234818e+06,8.7808505375e+06
read,20,6.3703951120e+01,6.3684848070e+01,8.7782179624e+06,8.7808510964e+06
read,21,6.3703963041e+01,6.3684853077e+01,8.7782163197e+06,8.7808504061e+06
read,22,6.3703965902e+01,6.3684850216e+01,8.7782159255e+06,8.7808508005e+06
read,23,6.3703921080e+01,6.3684854031e+01,8.7782221019e+06,8.7808502746e+06
read,24,6.3703938007e+01,6.3684849024e+01,8.7782197693e+06,8.7808509649e+06
read,25,6.3703934908e+01,6.3684849977e+01,8.7782201964e+06,8.7808508334e+06
read,26,6.3703967094e+01,6.3684849024e+01,8.7782157612e+06,8.7808509649e+06
read,27,6.3703881979e+01,6.3684853077e+01,8.7782274899e+06,8.7808504061e+06
read,28,6.3703950167e+01,6.3684848070e+01,8.7782180938e+06,8.7808510964e+06
read,29,6.3703927994e+01,6.3684849977e+01,8.7782211492e+06,8.7808508334e+06
read,30,6.3703904152e+01,6.3684848070e+01,8.7782244345e+06,8.7808510964e+06
read,31,6.3703909159e+01,6.3684852123e+01,8.7782237446e+06,8.7808505375e+06
read,32,6.3703942060e+01,6.3684848070e+01,8.7782192108e+06,8.7808510964e+06
read,33,6.3703933001e+01,6.3684854031e+01,8.7782204592e+06,8.7808502746e+06
read,34,6.3703931093e+01,6.3684851885e+01,8.7782207221e+06,8.7808505704e+06
read,35,6.3703881979e+01,6.3684854984e+01,8.7782274899e+06,8.7808501431e+06
read,36,6.3703957081e+01,6.3684851885e+01,8.7782171411e+06,8.7808505704e+06
read,37,6.3703982830e+01,6.3684858084e+01,8.7782135929e+06,8.7808497157e+06
read,38,6.3703919888e+01,6.3684855223e+01,8.7782222662e+06,8.7808501102e+06
read,39,6.3703917980e+01,6.3684859037e+01,8.7782225290e+06,8.7808495842e+06
read,40,6.3703991175e+01,6.3684855223e+01,8.7782124430e+06,8.7808501102e+06
read,41,6.3703970909e+01,6.3684858084e+01,8.7782152356e+06,8.7808497157e+06
read,42,6.3703976870e+01,6.3684855223e+01,8.7782144142e+06,8.7808501102e+06
read,43,6.3703908920e+01,6.3684858084e+01,8.7782237774e+06,8.7808497157e+06
read,44,6.3703948021e+01,6.3684854031e+01,8.7782183895e+06,8.7808502746e+06
read,45,6.3703961849e+01,6.3684859037e+01,8.7782164840e+06,8.7808495842e+06
read,46,6.3703909159e+01,6.3684854031e+01,8.7782237446e+06,8.7808502746e+06
read,47,6.3703892946e+01,6.3684858084e+01,8.7782259786e+06,8.7808497157e+06
read,48,6.3704393864e+01,6.3684853077e+01,8.7781569541e+06,8.7808504061e+06
read,49,6.3703976870e+01,6.3684857845e+01,8.7782144142e+06,8.7808497486e+06
read,50,6.3703986883e+01,6.3684854031e+01,8.7782130344e+06,8.7808502746e+06
read,51,6.3703914165e+01,6.3684857130e+01,8.7782230547e+06,8.7808498472e+06
read,52,6.3703951836e+01,6.3684851885e+01,8.7782178638e+06,8.7808505704e+06
read,53,6.3703967810e+01,6.3684853077e+01,8.7782156627e+06,8.7808504061e+06
read,54,6.3703969002e+01,6.3684854984e+01,8.7782154984e+06,8.7808501431e+06
read,55,6.3703924179e+01,6.3684857130e+01,8.7782216748e+06,8.7808498472e+06
read,56,6.3703937054e+01,6.3684857845e+01,8.7782199007e+06,8.7808497486e+06
read,57,6.3703938007e+01,6.3684861898e+01,8.7782197693e+06,8.7808491897e+06
read,58,6.3703991890e+01,6.3684855938e+01,8.7782123445e+06,8.7808500116e+06
read,59,6.3703882933e+01,6.3684862137e+01,8.7782273585e+06,8.7808491569e+06
read,60,6.3703950882e+01,6.3684856892e+01,8.7782179952e+06,8.7808498801e+06
read,61,6.3703927994e+01,6.3684862137e+01,8.7782211492e+06,8.7808491569e+06
read,62,6.3703907967e+01,6.3684856892e+01,8.7782239089e+06,8.7808498801e+06
read,63,6.3703916073e+01,6.3684863091e+01,8.7782227918e+06,8.7808490254e+06
read,64,6.3703948021e+01,6.3684853077e+01,8.7782183895e+06,8.7808504061e+06
read,65,6.3703933954e+01,6.3684859037e+01,8.7782203278e+06,8.7808495842e+06
read,66,6.3703937054e+01,6.3684855938e+01,8.7782199007e+06,8.7808500116e+06
read,67,6.3703885078e+01,6.3684859991e+01,8.7782270628e+06,8.7808494527e+06
read,68,6.3703951120e+01,6.3684853077e+01,8.7782179624e+06,8.7808504061e+06
read,69,6.3703988075e+01,6.3684857130e+01,8.7782128701e+06,8.7808498472e+06
read,70,6.3703916073e+01,6.3684853077e+01,8.7782227918e+06,8.7808504061e+06
read,71,6.3703927994e+01,6.3684859037e+01,8.7782211492e+06,8.7808495842e+06
read,72,6.3703986883e+01,6.3684859037e+01,8.7782130344e+06,8.7808495842e+06
read,73,6.3703977108e+01,6.3684860945e+01,8.7782143814e+06,8.7808493212e+06
read,74,6.3703977108e+01,6.3684858084e+01,8.7782143814e+06,8.7808497157e+06
read,75,6.3703917027e+01,6.3684862137e+01,8.7782226604e+06,8.7808491569e+06
read,76,6.3703950882e+01,6.3684859037e+01,8.7782179952e+06,8.7808495842e+06
read,77,6.3703966141e+01,6.3684861898e+01,8.7782158926e+06,8.7808491897e+06
read,78,6.3703909159e+01,6.3684859037e+01,8.7782237446e+06,8.7808495842e+06
read,79,6.3703895092e+01,6.3684862852e+01,8.7782256829e+06,8.7808490583e+06
read,80,6.3703984976e+01,6.3684860945e+01,8.7782132972e+06,8.7808493212e+06
read,81,6.3703978062e+01,6.3684864044e+01,8.7782142500e+06,8.7808488939e+06
read,82,6.3703994989e+01,6.3684859037e+01,8.7782119174e+06,8.7808495842e+06
read,83,6.3703916073e+01,6.3684863806e+01,8.7782227918e+06,8.7808489268e+06
read,84,6.3703953028e+01,6.3684859037e+01,8.7782176996e+06,8.7808495842e+06
read,85,6.3703976154e+01,6.3684864998e+01,8.7782145128e+06,8.7808487624e+06
read,86,6.3703969002e+01,6.3684861898e+01,8.7782154984e+06,8.7808491897e+06
read,87,6.3703923941e+01,6.3684864998e+01,8.7782217077e+06,8.7808487624e+06
read,88,6.3703935862e+01,6.3684859991e+01,8.7782200650e+06,8.7808494527e+06
read,89,6.3703935146e+01,6.3684862137e+01,8.7782201636e+06,8.7808491569e+06
read,90,6.3703970909e+01,6.3684859991e+01,8.7782152356e+06,8.7808494527e+06
read,91,6.3703883171e+01,6.3684864044e+01,8.7782273256e+06,8.7808488939e+06
read,92,6.3703946829e+01,6.3684859991e+01,8.7782185537e+06,8.7808494527e+06
read,93,6.3703928947e+01,6.3684863091e+01,8.7782210178e+06,8.7808490254e+06
read,94,6.3703902960e+01,6.3684859991e+01,8.7782245988e+06,8.7808494527e+06
read,95,6.3703912973e+01,6.3684864044e+01,8.7782232189e+06,8.7808488939e+06
read,96,6.3703940868e+01,6.3684852839e+01,8.7782193751e+06,8.7808504389e+06
read,97,6.3703932047e+01,6.3684859037e+01,8.7782205907e+06,8.7808495842e+06
read,98,6.3703933954e+01,6.3684855938e+01,8.7782203278e+06,8.7808500116e+06
read,99,6.3703885078e+01,6.3684859991e+01,8.7782270628e+06,8.7808494527e+06
read,100,6.3703950882e+01,6.3684852839e+01,8.7782179952e+06,8.7808504389e+06
read,101,6.3703984976e+01,6.3684857845e+01,8.7782132972e+06,8.7808497486e+06
read,102,6.3703914881e+01,6.3684855938e+01,8.7782229561e+06,8.7808500116e+06
