access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
read,0,2.2440705395e+02,2.2438238311e+02,2.6578042816e+07,2.6580965071e+07
read,1,2.2441208696e+02,2.2438242412e+02,2.6577446735e+07,2.6580960213e+07
read,2,2.2440768695e+02,2.2438234997e+02,2.6577967845e+07,2.6580968997e+07
read,3,2.2440847015e+02,2.2438241816e+02,2.6577875086e+07,2.6580960919e+07
read,4,2.2440748501e+02,2.2438238597e+02,2.6577991763e+07,2.6580964732e+07
read,5,2.2441162491e+02,2.2438247108e+02,2.6577501457e+07,2.6580954649e+07
read,6,2.2440999508e+02,2.2438239622e+02,2.6577694482e+07,2.6580963518e+07
read,7,2.2441500592e+02,2.2438244200e+02,2.6577101043e+07,2.6580958095e+07
read,8,2.2440937114e+02,2.2438238406e+02,2.6577768378e+07,2.6580964958e+07
read,9,2.2441315413e+02,2.2438245201e+02,2.6577320350e+07,2.6580956909e+07
read,10,2.2441113400e+02,2.2438238811e+02,2.6577559596e+07,2.6580964478e+07
read,11,2.2441219306e+02,2.2438245606e+02,2.6577434170e+07,2.6580956429e+07
read,12,2.2441336799e+02,2.2438238406e+02,2.6577295023e+07,2.6580964958e+07
read,13,2.2440956402e+02,2.2438243699e+02,2.6577745535e+07,2.6580958688e+07
read,14,2.2440966606e+02,2.2438242817e+02,2.6577733449e+07,2.6580959733e+07
read,15,2.2441005802e+02,2.2438244295e+02,2.6577687028e+07,2.6580957982e+07
read,16,2.2440940499e+02,2.2438238001e+02,2.6577764369e+07,2.6580965438e+07
read,17,2.2440864396e+02,2.2438239884e+02,2.6577854501e+07,2.6580963207e+07
read,18,2.2441372585e+02,2.2438235521e+02,2.6577252641e+07,2.6580968376e+07
read,19,2.2441180110e+02,2.2438246894e+02,2.6577480590e+07,2.6580954904e+07
read,20,2.2440719199e+02,2.2438235998e+02,2.6578026466e+07,2.6580967811e+07
read,21,2.2440748310e+02,2.2438245702e+02,2.6577991988e+07,2.6580956316e+07
read,22,2.2440745711e+02,2.2438241410e+02,2.6577995066e+07,2.6580961400e+07
read,23,2.2440803695e+02,2.2438245797e+02,2.6577926393e+07,2.6580956203e+07
read,24,2.2440733886e+02,2.2438240504e+02,2.6578009072e+07,2.6580962473e+07
read,25,2.2440829086e+02,2.2438246703e+02,2.6577896320e+07,2.6580955129e+07
read,26,2.2440859699e+02,2.2438240194e+02,2.6577860064e+07,2.6580962840e+07
read,27,2.2440789795e+02,2.2438242507e+02,2.6577942855e+07,2.6580960100e+07
read,28,2.2440784097e+02,2.2438242006e+02,2.6577949604e+07,2.6580960693e+07
read,29,2.2440777111e+02,2.2438243508e+02,2.6577957878e+07,2.6580958914e+07
read,30,2.2440947604e+02,2.2438240695e+02,2.6577755954e+07,2.6580962247e+07
read,31,2.2440798807e+02,2.2438246417e+02,2.6577932182e+07,2.6580955468e+07
read,32,2.2440719390e+02,2.2438235497e+02,2.6578026240e+07,2.6580968404e+07
read,33,2.2440840721e+02,2.2438246489e+02,2.6577882541e+07,2.6580955384e+07
read,34,2.2440893698e+02,2.2438235307e+02,2.6577819798e+07,2.6580968630e+07
read,35,2.2441098690e+02,2.2438239098e+02,2.6577577018e+07,2.6580964139e+07
read,36,2.2440739298e+02,2.2438241100e+02,2.6578002662e+07,2.6580961767e+07
read,37,2.2440784097e+02,2.2438253689e+02,2.6577949604e+07,2.6580946854e+07
read,38,2.2441138887e+02,2.2438237405e+02,2.6577529411e+07,2.6580966145e+07
read,39,2.2441208291e+02,2.2438247585e+02,2.6577447215e+07,2.6580954084e+07
read,40,2.2441487384e+02,2.2438247800e+02,2.6577116686e+07,2.6580953830e+07
read,41,2.2440805387e+02,2.2438256383e+02,2.6577924388e+07,2.6580943663e+07
read,42,2.2441034389e+02,2.2438245797e+02,2.6577653172e+07,2.6580956203e+07
read,43,2.2440882301e+02,2.2438254023e+02,2.6577833295e+07,2.6580946459e+07
read,44,2.2440720296e+02,2.2438238692e+02,2.6578025167e+07,2.6580964619e+07
read,45,2.2441057611e+02,2.2438254189e+02,2.6577625670e+07,2.6580946261e+07
read,46,2.2440792704e+02,2.2438239694e+02,2.6577939410e+07,2.6580963433e+07
read,47,2.2440792799e+02,2.2438247418e+02,2.6577939298e+07,2.6580954282e+07
read,48,2.2440966678e+02,2.2438240004e+02,2.6577733364e+07,2.6580963066e+07
read,49,2.2441197300e+02,2.2438252091e+02,2.6577460232e+07,2.6580948746e+07
read,50,2.2440862107e+02,2.2438247204e+02,2.6577857212e+07,2.6580954536e+07
read,51,2.2441315293e+02,2.2438246489e+02,2.6577320491e+07,2.6580955384e+07
read,52,2.2441281986e+02,2.2438244295e+02,2.6577359937e+07,2.6580957982e+07
read,53,2.2440784311e+02,2.2438257504e+02,2.6577949350e+07,2.6580942335e+07
read,54,2.2440728903e+02,2.2438244700e+02,2.6578014974e+07,2.6580957502e+07
read,55,2.2440877700e+02,2.2438250113e+02,2.6577838745e+07,2.6580951091e+07
