access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
read,0,2.3550765300e+02,2.3546527004e+02,2.5325292881e+07,2.5329851349e+07
read,1,2.3550613308e+02,2.3546529698e+02,2.5325456327e+07,2.5329848451e+07
read,2,2.3550989890e+02,2.3546531296e+02,2.5325051371e+07,2.5329846732e+07
read,3,2.3550678086e+02,2.3546530509e+02,2.5325386667e+07,2.5329847579e+07
read,4,2.3550911498e+02,2.3546527791e+02,2.5325135668e+07,2.5329850503e+07
read,5,2.3550679183e+02,2.3546535802e+02,2.5325385487e+07,2.5329841885e+07
read,6,2.3550765896e+02,2.3546527600e+02,2.5325292241e+07,2.5329850708e+07
read,7,2.3550985789e+02,2.3546530890e+02,2.5325055781e+07,2.5329847168e+07
read,8,2.3551276612e+02,2.3546531796e+02,2.5324743054e+07,2.5329846194e+07
read,9,2.3550625205e+02,2.3546536493e+02,2.5325443533e+07,2.5329841141e+07
read,10,2.3551133990e+02,2.3546532393e+02,2.5324896417e+07,2.5329845553e+07
read,11,2.3551266718e+02,2.3546536899e+02,2.5324753693e+07,2.5329840705e+07
read,12,2.3550964713e+02,2.3546531081e+02,2.5325078444e+07,2.5329846963e+07
read,13,2.3550678205e+02,2.3546530986e+02,2.5325386539e+07,2.5329847066e+07
read,14,2.3550761819e+02,2.3546528292e+02,2.5325296625e+07,2.5329849964e+07
read,15,2.3551162195e+02,2.3546531320e+02,2.5324866088e+07,2.5329846707e+07
read,16,2.3551112795e+02,2.3546531701e+02,2.5324919208e+07,2.5329846296e+07
read,17,2.3550946903e+02,2.3546538591e+02,2.5325097596e+07,2.5329838884e+07
read,18,2.3550664210e+02,2.3546527600e+02,2.5325401588e+07,2.5329850708e+07
read,19,2.3550786209e+02,2.3546530795e+02,2.5325270397e+07,2.5329847271e+07
read,20,2.3551205397e+02,2.3546527004e+02,2.5324819633e+07,2.5329851349e+07
read,21,2.3550751996e+02,2.3546539187e+02,2.5325307188e+07,2.5329838243e+07
read,22,2.3550673413e+02,2.3546531510e+02,2.5325391692e+07,2.5329846502e+07
read,23,2.3550670409e+02,2.3546535397e+02,2.5325394922e+07,2.5329842321e+07
read,24,2.3550734806e+02,2.3546532393e+02,2.5325325673e+07,2.5329845553e+07
read,25,2.3550623298e+02,2.3546537495e+02,2.5325445584e+07,2.5329840064e+07
read,26,2.3550989795e+02,2.3546532702e+02,2.5325051473e+07,2.5329845219e+07
read,27,2.3551097894e+02,2.3546539903e+02,2.5324935232e+07,2.5329837474e+07
read,28,2.3551119709e+02,2.3546533680e+02,2.5324911774e+07,2.5329844168e+07
read,29,2.3550613618e+02,2.3546536994e+02,2.5325455994e+07,2.5329840603e+07
read,30,2.3550635505e+02,2.3546533108e+02,2.5325432457e+07,2.5329844783e+07
read,31,2.3550613904e+02,2.3546540213e+02,2.5325455686e+07,2.5329837140e+07
read,32,2.3550751805e+02,2.3546533608e+02,2.5325307393e+07,2.5329844245e+07
read,33,2.3550623202e+02,2.3546537209e+02,2.5325445687e+07,2.5329840372e+07
read,34,2.3550689101e+02,2.3546533799e+02,2.5325374822e+07,2.5329844039e+07
read,35,2.3550917196e+02,2.3546540403e+02,2.5325129541e+07,2.5329836935e+07
read,36,2.3550672603e+02,2.3546646094e+02,2.5325392564e+07,2.5329723240e+07
read,37,2.3550734591e+02,2.3546648884e+02,2.5325325904e+07,2.5329720239e+07
read,38,2.3550762606e+02,2.3546645713e+02,2.5325295779e+07,2.5329723650e+07
read,39,2.3550829697e+02,2.3546654487e+02,2.5325223633e+07,2.5329714212e+07
read,40,2.3551045704e+02,2.3546644402e+02,2.5324991353e+07,2.5329725061e+07
read,41,2.3550619984e+02,2.3546649289e+02,2.5325449148e+07,2.5329719803e+07
read,42,2.3550761390e+02,2.3546644306e+02,2.5325297086e+07,2.5329725164e+07
read,43,2.3550870109e+02,2.3546655798e+02,2.5325180176e+07,2.5329712802e+07
read,44,2.3550669408e+02,2.3546696496e+02,2.5325395999e+07,2.5329669022e+07
read,45,2.3551224780e+02,2.3546652794e+02,2.5324798789e+07,2.5329716033e+07
read,46,2.3550625181e+02,2.3546691203e+02,2.5325443559e+07,2.5329674715e+07
read,47,2.3550943398e+02,2.3546653199e+02,2.5325101365e+07,2.5329715597e+07
read,48,2.3550671601e+02,2.3546643806e+02,2.5325393640e+07,2.5329725702e+07
read,49,2.3551121306e+02,2.3546652102e+02,2.5324910056e+07,2.5329716777e+07
read,50,2.3550685406e+02,2.3546643806e+02,2.5325378796e+07,2.5329725702e+07
read,51,2.3550775981e+02,2.3546651292e+02,2.5325281396e+07,2.5329717649e+07
read,52,2.3550978899e+02,2.3546646690e+02,2.5325063190e+07,2.5329722599e+07
read,53,2.3550737691e+02,2.3546649790e+02,2.5325322571e+07,2.5329719265e+07
read,54,2.3551119113e+02,2.3546646905e+02,2.5324912415e+07,2.5329722368e+07
read,55,2.3550669503e+02,2.3546652389e+02,2.5325395897e+07,2.5329716469e+07
read,56,2.3551088595e+02,2.3546651006e+02,2.5324945231e+07,2.5329717957e+07
read,57,2.3550612998e+02,2.3546653700e+02,2.5325456660e+07,2.5329715059e+07
read,58,2.3550678110e+02,2.3546695495e+02,2.5325386641e+07,2.5329670099e+07
read,59,2.3550810790e+02,2.3546656203e+02,2.5325243964e+07,2.5329712366e+07
read,60,2.3550950289e+02,2.3546650791e+02,2.5325093955e+07,2.5329718188e+07
read,61,2.3550669003e+02,2.3546653199e+02,2.5325396435e+07,2.5329715597e+07
read,62,2.3551107693e+02,2.3546650386e+02,2.5324924695e+07,2.5329718624e+07
read,63,2.3550607991e+02,2.3546654510e+02,2.5325462044e+07,2.5329714187e+07
read,64,2.3550924110e+02,2.3546641493e+02,2.5325122106e+07,2.5329728190e+07
read,65,2.3550615597e+02,2.3546643090e+02,2.5325453865e+07,2.5329726472e+07
read,66,2.3550616598e+02,2.3546685910e+02,2.5325452789e+07,2.5329680409e+07
read,67,2.3550616193e+02,2.3546643090e+02,2.5325453225e+07,2.5329726472e+07
read,68,2.3550916004e+02,2.3546643281e+02,2.5325130823e+07,2.5329726266e+07
read,69,2.3550927186e+02,2.3546647501e+02,2.5325118798e+07,2.5329721727e+07
read,70,2.3550842500e+02,2.3546647191e+02,2.5325209865e+07,2.5329722060e+07
read,71,2.3550773096e+02,2.3546655989e+02,2.5325284498e+07,2.5329712596e+07
read,72,2.3551132298e+02,2.3546643209e+02,2.5324898237e+07,2.5329726343e+07
read,73,2.3550661516e+02,2.3546714497e+02,2.5325404486e+07,2.5329649658e+07
read,74,2.3550743103e+02,2.3546710396e+02,2.5325316751e+07,2.5329654069e+07
