rank,items,rate-Directory creation,time-Directory creation,rate-Directory stat,time-Directory stat,rate-Directory read,time-Directory read,rate-Directory rename,time-Directory rename,rate-Directory removal,time-Directory removal,rate-File creation,time-File creation,rate-File stat,time-File stat,rate-File read,time-File read,rate-File removal,time-File removal,rate-Tree creation,time-Tree creation,rate-Tree removal,time-Tree removal
all,52,,,,,,,,,,,,,,,,,8.8904034825e+03,3.3690259457e+00,,,3.6155628614e+05,1.5931129456e-03
0,,,,,,,,,,,,,,,,,,1.5586180066e+01,3.3362889290e+00
1,,,,,,,,,,,,,,,,,,1.5663523795e+01,3.3198149204e+00
2,,,,,,,,,,,,,,,,,,1.5732752451e+01,3.3052067757e+00
3,,,,,,,,,,,,,,,,,,1.5575585906e+01,3.3385581970e+00
4,,,,,,,,,,,,,,,,,,1.5709414471e+01,3.3101170063e+00
5,,,,,,,,,,,,,,,,,,1.5727635851e+01,3.3062820435e+00
6,,,,,,,,,,,,,,,,,,1.5653903898e+01,3.3218550682e+00
7,,,,,,,,,,,,,,,,,,1.5637714957e+01,3.3252940178e+00
8,,,,,,,,,,,,,,,,,,1.5624507167e+01,3.3281049728e+00
9,,,,,,,,,,,,,,,,,,1.5630194199e+01,3.3268940449e+00
10,,,,,,,,,,,,,,,,,,1.5773865873e+01,3.2965919971e+00
11,,,,,,,,,,,,,,,,,,1.5685355959e+01,3.3151941299e+00
12,,,,,,,,,,,,,,,,,,1.5679930823e+01,3.3163411617e+00
13,,,,,,,,,,,,,,,,,,1.5714802286e+01,3.3089821339e+00
14,,,,,,,,,,,,,,,,,,1.5690789365e+01,3.3140461445e+00
15,,,,,,,,,,,,,,,,,,1.5744260502e+01,3.3027908802e+00
16,,,,,,,,,,,,,,,,,,1.5601644117e+01,3.3329820633e+00
17,,,,,,,,,,,,,,,,,,1.5612052495e+01,3.3307600021e+00
18,,,,,,,,,,,,,,,,,,1.5751800448e+01,3.3012099266e+00
19,,,,,,,,,,,,,,,,,,1.5596323565e+01,3.3341190815e+00
20,,,,,,,,,,,,,,,,,,1.5648208584e+01,3.3230640888e+00
21,,,,,,,,,,,,,,,,,,1.5643045841e+01,3.3241608143e+00
22,,,,,,,,,,,,,,,,,,1.5674165868e+01,3.3175609112e+00
23,,,,,,,,,,,,,,,,,,1.5702658894e+01,3.3115410805e+00
24,,,,,,,,,,,,,,,,,,1.5878831994e+01,3.2748000622e+00
25,,,,,,,,,,,,,,,,,,1.5591469178e+01,3.3351571560e+00
26,,,,,,,,,,,,,,,,,,1.5606111765e+01,3.3320279121e+00
27,,,,,,,,,,,,,,,,,,1.5658268879e+01,3.3209290504e+00
28,,,,,,,,,,,,,,,,,,1.5758133848e+01,3.2998831272e+00
29,,,,,,,,,,,,,,,,,,1.5697046675e+01,3.3127250671e+00
30,,,,,,,,,,,,,,,,,,1.5766381154e+01,3.2981569767e+00
31,,,,,,,,,,,,,,,,,,1.5580649671e+01,3.3374731541e+00
32,,,,,,,,,,,,,,,,,,1.5618391427e+01,3.3294081688e+00
33,,,,,,,,,,,,,,,,,,1.5738308467e+01,3.3040399551e+00
34,,,,,,,,,,,,,,,,,,1.5720955249e+01,3.3076870441e+00
35,,,,,,,,,,,,,,,,,,1.5668861035e+01,3.3186841011e+00
36,,,,,,,,,,,,,,,,,,1.6116849181e+01,3.2264370918e+00
37,,,,,,,,,,,,,,,,,,1.6124505923e+01,3.2249050140e+00
38,,,,,,,,,,,,,,,,,,1.6033676455e+01,3.2431738377e+00
39,,,,,,,,,,,,,,,,,,1.5895320393e+01,3.2714030743e+00
40,,,,,,,,,,,,,,,,,,1.5963481228e+01,3.2574348450e+00
41,,,,,,,,,,,,,,,,,,1.6086570051e+01,3.2325100899e+00
42,,,,,,,,,,,,,,,,,,1.6130643953e+01,3.2236778736e+00
43,,,,,,,,,,,,,,,,,,1.5910184383e+01,3.2683467865e+00
44,,,,,,,,,,,,,,,,,,1.6072907380e+01,3.2352578640e+00
45,,,,,,,,,,,,,,,,,,1.6002063724e+01,3.2495808601e+00
46,,,,,,,,,,,,,,,,,,1.5971492299e+01,3.2558009624e+00
47,,,,,,,,,,,,,,,,,,1.6080194015e+01,3.2337918282e+00
48,,,,,,,,,,,,,,,,,,1.6055988411e+01,3.2386670113e+00
49,,,,,,,,,,,,,,,,,,1.5903273618e+01,3.2697670460e+00
50,,,,,,,,,,,,,,,,,,1.6137676169e+01,3.2222731113e+00
51,,,,,,,,,,,,,,,,,,1.5940930273e+01,3.2620429993e+00
52,,,,,,,,,,,,,,,,,,1.5932838087e+01,3.2636997700e+00
53,,,,,,,,,,,,,,,,,,1.5978770365e+01,3.2543179989e+00
54,,,,,,,,,,,,,,,,,,1.6109885077e+01,3.2278318405e+00
55,,,,,,,,,,,,,,,,,,1.6018985655e+01,3.2461481094e+00
56,,,,,,,,,,,,,,,,,,1.6094581652e+01,3.2309010029e+00
57,,,,,,,,,,,,,,,,,,1.6025937317e+01,3.2447400093e+00
58,,,,,,,,,,,,,,,,,,1.6148546860e+01,3.2201039791e+00
59,,,,,,,,,,,,,,,,,,1.5986467519e+01,3.2527511120e+00
60,,,,,,,,,,,,,,,,,,1.6063924613e+01,3.2370669842e+00
61,,,,,,,,,,,,,,,,,,1.5955545889e+01,3.2590548992e+00
62,,,,,,,,,,,,,,,,,,1.6010547250e+01,3.2478590012e+00
63,,,,,,,,,,,,,,,,,,1.6040154845e+01,3.2418639660e+00
64,,,,,,,,,,,,,,,,,,1.5924704115e+01,3.2653667927e+00
65,,,,,,,,,,,,,,,,,,1.5916700407e+01,3.2670087814e+00
66,,,,,,,,,,,,,,,,,,1.6102321861e+01,3.2293479443e+00
67,,,,,,,,,,,,,,,,,,1.5947471511e+01,3.2607049942e+00
68,,,,,,,,,,,,,,,,,,1.6047396457e+01,3.2404010296e+00
69,,,,,,,,,,,,,,,,,,1.5886565059e+01,3.2732059956e+00
70,,,,,,,,,,,,,,,,,,1.6157388739e+01,3.2183418274e+00
71,,,,,,,,,,,,,,,,,,1.5993602084e+01,3.2513000965e+00
72,,,,,,,,,,,,,,,,,,1.5592143527e+01,3.3350129128e+00
73,,,,,,,,,,,,,,,,,,1.5442860220e+01,3.3672518730e+00
74,,,,,,,,,,,,,,,,,,1.5573925405e+01,3.3389141560e+00
75,,,,,,,,,,,,,,,,,,1.5497412276e+01,3.3553988934e+00
76,,,,,,,,,,,,,,,,,,1.5552233557e+01,3.3435711861e+00
77,,,,,,,,,,,,,,,,,,1.5532264387e+01,3.3478698730e+00
78,,,,,,,,,,,,,,,,,,1.5603095096e+01,3.3326721191e+00
79,,,,,,,,,,,,,,,,,,1.5462664697e+01,3.3629391193e+00
80,,,,,,,,,,,,,,,,,,1.5597461227e+01,3.3338758945e+00
81,,,,,,,,,,,,,,,,,,1.5475232327e+01,3.3602080345e+00
82,,,,,,,,,,,,,,,,,,1.5547481936e+01,3.3445930481e+00
83,,,,,,,,,,,,,,,,,,1.5506141775e+01,3.3535099030e+00
84,,,,,,,,,,,,,,,,,,1.5458786079e+01,3.3637828827e+00
85,,,,,,,,,,,,,,,,,,1.5542653470e+01,3.3456320763e+00
86,,,,,,,,,,,,,,,,,,1.5470987440e+01,3.3611299992e+00
87,,,,,,,,,,,,,,,,,,1.5483844513e+01,3.3583390713e+00
88,,,,,,,,,,,,,,,,,,1.5451097069e+01,3.3654568195e+00
89,,,,,,,,,,,,,,,,,,1.5488424221e+01,3.3573460579e+00
90,,,,,,,,,,,,,,,,,,1.5519302516e+01,3.3506660461e+00
91,,,,,,,,,,,,,,,,,,1.5537736128e+01,3.3466908932e+00
92,,,,,,,,,,,,,,,,,,1.5557445274e+01,3.3424510956e+00
93,,,,,,,,,,,,,,,,,,1.5585353653e+01,3.3364658356e+00
94,,,,,,,,,,,,,,,,,,1.5562637165e+01,3.3413360119e+00
95,,,,,,,,,,,,,,,,,,1.5526795392e+01,3.3490490913e+00
96,,,,,,,,,,,,,,,,,,1.5568191450e+01,3.3401439190e+00
