access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
read,0,2.1664700031e+01,2.1653185844e+01,2.7491318465e+07,2.7505937107e+07
read,1,2.1664535046e+01,2.1653182030e+01,2.7491527824e+07,2.7505941953e+07
read,2,2.1665621042e+01,2.1653185844e+01,2.7490149802e+07,2.7505937107e+07
read,3,2.1666466951e+01,2.1653183937e+01,2.7489076523e+07,2.7505939530e+07
read,4,2.1665161133e+01,2.1653187990e+01,2.7490733364e+07,2.7505934381e+07
read,5,2.1667915106e+01,2.1653184891e+01,2.7487239316e+07,2.7505938318e+07
read,6,2.1670403957e+01,2.1653188944e+01,2.7484082400e+07,2.7505933170e+07
read,7,2.1667639971e+01,2.1653184891e+01,2.7487588348e+07,2.7505938318e+07
read,8,2.1664701939e+01,2.1653187990e+01,2.7491316044e+07,2.7505934381e+07
read,9,2.1665714979e+01,2.1653182983e+01,2.7490030612e+07,2.7505940741e+07
read,10,2.1664530993e+01,2.1653188944e+01,2.7491532967e+07,2.7505933170e+07
read,11,2.1672969103e+01,2.1653184891e+01,2.7480829469e+07,2.7505938318e+07
read,12,2.1666476965e+01,2.1653187990e+01,2.7489063818e+07,2.7505934381e+07
read,13,2.1669864178e+01,2.1653183937e+01,2.7484767007e+07,2.7505939530e+07
read,14,2.1666803122e+01,2.1653187990e+01,2.7488650017e+07,2.7505934381e+07
read,15,2.1668197155e+01,2.1653183937e+01,2.7486881522e+07,2.7505939530e+07
read,16,2.1664962053e+01,2.1653183937e+01,2.7490985977e+07,2.7505939530e+07
read,17,2.1665264130e+01,2.1653177977e+01,2.7490602673e+07,2.7505947101e+07
read,18,2.1665189981e+01,2.1653187037e+01,2.7490696759e+07,2.7505935593e+07
read,19,2.1669050932e+01,2.1653180122e+01,2.7485798518e+07,2.7505944376e+07
read,20,2.1670644045e+01,2.1653182030e+01,2.7483777906e+07,2.7505941953e+07
read,21,2.1666217089e+01,2.1653177977e+01,2.7489393537e+07,2.7505947101e+07
read,22,2.1672077179e+01,2.1653185129e+01,2.7481960455e+07,2.7505938015e+07
read,23,2.1669318914e+01,2.1653177977e+01,2.7485458604e+07,2.7505947101e+07
read,24,2.1665590048e+01,2.1653187037e+01,2.7490189129e+07,2.7505935593e+07
read,25,2.1668661118e+01,2.1653182983e+01,2.7486292982e+07,2.7505940741e+07
read,26,2.1671095133e+01,2.1653187037e+01,2.7483205826e+07,2.7505935593e+07
read,27,2.1670980930e+01,2.1653182030e+01,2.7483350657e+07,2.7505941953e+07
read,28,2.1672565937e+01,2.1653186083e+01,2.7481340683e+07,2.7505936804e+07
read,29,2.1671711922e+01,2.1653183937e+01,2.7482423638e+07,2.7505939530e+07
read,30,2.1668660879e+01,2.1653187990e+01,2.7486293284e+07,2.7505934381e+07
read,31,2.1666090012e+01,2.1653182030e+01,2.7489554769e+07,2.7505941953e+07
read,32,2.1670302153e+01,2.1653184891e+01,2.7484211517e+07,2.7505938318e+07
read,33,2.1669872046e+01,2.1653182983e+01,2.7484757028e+07,2.7505940741e+07
read,34,2.1669408798e+01,2.1653187037e+01,2.7485344596e+07,2.7505935593e+07
read,35,2.1667949915e+01,2.1653186083e+01,2.7487195159e+07,2.7505936804e+07
read,36,2.1669151068e+01,2.1653191805e+01,2.7485671503e+07,2.7505929535e+07
read,37,2.1665397882e+01,2.1653186083e+01,2.7490432958e+07,2.7505936804e+07
read,38,2.1669415951e+01,2.1653192997e+01,2.7485335523e+07,2.7505928021e+07
read,39,2.1667099953e+01,2.1653190136e+01,2.7488273433e+07,2.7505931655e+07
read,40,2.1669267893e+01,2.1653190851e+01,2.7485523320e+07,2.7505930747e+07
read,41,2.1665566921e+01,2.1653187990e+01,2.7490218473e+07,2.7505934381e+07
read,42,2.1665374994e+01,2.1653194189e+01,2.7490462000e+07,2.7505926507e+07
read,43,2.1665557861e+01,2.1653187037e+01,2.7490229968e+07,2.7505935593e+07
read,44,2.1667016029e+01,2.1653191805e+01,2.7488379904e+07,2.7505929535e+07
read,45,2.1671530962e+01,2.1653186083e+01,2.7482653120e+07,2.7505936804e+07
read,46,2.1665148020e+01,2.1653191805e+01,2.7490750003e+07,2.7505929535e+07
read,47,2.1669342995e+01,2.1653189182e+01,2.7485428061e+07,2.7505932867e+07
read,48,2.1667267084e+01,2.1653186083e+01,2.7488061401e+07,2.7505936804e+07
read,49,2.1665394068e+01,2.1653177977e+01,2.7490437799e+07,2.7505947101e+07
read,50,2.1670308113e+01,2.1653185844e+01,2.7484203957e+07,2.7505937107e+07
read,51,2.1672632933e+01,2.1653180838e+01,2.7481255732e+07,2.7505943467e+07
read,52,2.1667400122e+01,2.1653182983e+01,2.7487892625e+07,2.7505940741e+07
read,53,2.1666855097e+01,2.1653177977e+01,2.7488584076e+07,2.7505947101e+07
read,54,2.1668996096e+01,2.1653182030e+01,2.7485868075e+07,2.7505941953e+07
read,55,2.1671312809e+01,2.1653177023e+01,2.7482929772e+07,2.7505948313e+07
read,56,2.1664595842e+01,2.1653186083e+01,2.7491450675e+07,2.7505936804e+07
