rank,items,rate-Directory creation,time-Directory creation,rate-Directory stat,time-Directory stat,rate-Directory read,time-Directory read,rate-Directory rename,time-Directory rename,rate-Directory removal,time-Directory removal,rate-File creation,time-File creation,rate-File stat,time-File stat,rate-File read,time-File read,rate-File removal,time-File removal,rate-Tree creation,time-Tree creation,rate-Tree removal,time-Tree removal
all,925,,,,,,,,,,,2.8293094579e+04,3.5308969021e+00,5.1003143440e+04,1.9587028027e+00,3.3585735654e+04,2.9744770527e+00,1.6847787147e+04,5.9295620918e+00,6.5335607223e+03,1.6530036926e-02,3.8171806859e+03,2.8293132782e-02
0,,,,,,,,,,,,3.0492598038e+02,3.0335230827e+00,6.7458674787e+02,1.3712098598e+00,3.4708085227e+02,2.6650850773e+00,1.6880781878e+02,5.4796040058e+00
1,,,,,,,,,,,,4.2790972023e+02,2.1616709232e+00,6.9684048952e+02,1.3274199963e+00,4.9993057184e+02,1.8502569199e+00,1.8461559252e+02,5.0104110241e+00
2,,,,,,,,,,,,4.1218625990e+02,2.2441310883e+00,6.9993460209e+02,1.3215520382e+00,5.1042815127e+02,1.8122041225e+00,1.8970246188e+02,4.8760569096e+00
3,,,,,,,,,,,,4.1165850985e+02,2.2470080853e+00,6.9897573143e+02,1.3233649731e+00,5.4506162433e+02,1.6970558167e+00,1.8721285265e+02,4.9409000874e+00
4,,,,,,,,,,,,3.8711643134e+02,2.3894619942e+00,6.8374825747e+02,1.3528370857e+00,5.0493138704e+02,1.8319320679e+00,1.9584031589e+02,4.7232358456e+00
5,,,,,,,,,,,,3.1019637351e+02,2.9819819927e+00,6.8304645742e+02,1.3542270660e+00,3.4818300941e+02,2.6566488743e+00,1.7687246033e+02,5.2297570705e+00
6,,,,,,,,,,,,3.2402919806e+02,2.8546810150e+00,6.8131583143e+02,1.3576669693e+00,3.6965353442e+02,2.5023431778e+00,1.7151974592e+02,5.3929650784e+00
7,,,,,,,,,,,,3.3739128378e+02,2.7416238785e+00,6.7187519158e+02,1.3767437935e+00,5.1384057945e+02,1.8001692295e+00,1.6984459456e+02,5.4461550713e+00
8,,,,,,,,,,,,2.8631026981e+02,3.2307608128e+00,6.7273555482e+02,1.3749830723e+00,5.1210873931e+02,1.8062570095e+00,1.6891201112e+02,5.4762239456e+00
9,,,,,,,,,,,,2.7742396859e+02,3.3342468739e+00,6.7420458765e+02,1.3719871044e+00,3.5594941865e+02,2.5986838341e+00,1.7000526834e+02,5.4410078526e+00
10,,,,,,,,,,,,2.8753944492e+02,3.2169499397e+00,6.6946467070e+02,1.3817009926e+00,4.9233024502e+02,1.8788201809e+00,1.6935861631e+02,5.4617829323e+00
11,,,,,,,,,,,,2.8722426781e+02,3.2204799652e+00,6.7902220329e+02,1.3622529507e+00,3.8932747348e+02,2.3758919239e+00,1.6840852941e+02,5.4925959110e+00
12,,,,,,,,,,,,2.8804740223e+02,3.2112770081e+00,6.7270674335e+02,1.3750419617e+00,3.5436700826e+02,2.6102881432e+00,1.6722027164e+02,5.5316259861e+00
13,,,,,,,,,,,,2.9026420811e+02,3.1867518425e+00,6.8919786909e+02,1.3421399593e+00,3.7585047632e+02,2.4610850811e+00,1.6800245231e+02,5.5058720112e+00
14,,,,,,,,,,,,2.9456788301e+02,3.1401929855e+00,6.8723310525e+02,1.3459770679e+00,3.6458488994e+02,2.5371320248e+00,1.6815176488e+02,5.5009829998e+00
15,,,,,,,,,,,,3.0645833008e+02,3.0183548927e+00,6.7858123320e+02,1.3631381989e+00,3.4610892642e+02,2.6725690365e+00,1.6756614603e+02,5.5202081203e+00
16,,,,,,,,,,,,2.9131445835e+02,3.1752629280e+00,6.7837276473e+02,1.3635571003e+00,4.3633967078e+02,2.1199080944e+00,1.6970534050e+02,5.4506239891e+00
