access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
read,0,2.2771588111e+02,2.2766917610e+02,2.6191850384e+07,2.6197223489e+07
read,1,2.2770541215e+02,2.2766912913e+02,2.6193054577e+07,2.6197228894e+07
read,2,2.2771723700e+02,2.2766919994e+02,2.6191694431e+07,2.6197220746e+07
read,3,2.2770653796e+02,2.2766921711e+02,2.6192925075e+07,2.6197218771e+07
read,4,2.2771621299e+02,2.2766921997e+02,2.6191812211e+07,2.6197218442e+07
read,5,2.2770543003e+02,2.2766920209e+02,2.6193052520e+07,2.6197220499e+07
read,6,2.2771810889e+02,2.2766920304e+02,2.6191594147e+07,2.6197220389e+07
read,7,2.2770692682e+02,2.2766914678e+02,2.6192880345e+07,2.6197226864e+07
read,8,2.2771655202e+02,2.2766921186e+02,2.6191773216e+07,2.6197219374e+07
read,9,2.2770704889e+02,2.2766923594e+02,2.6192866303e+07,2.6197216604e+07
read,10,2.2771695781e+02,2.2766919708e+02,2.6191726543e+07,2.6197221075e+07
read,11,2.2770633292e+02,2.2766923594e+02,2.6192948661e+07,2.6197216604e+07
read,12,2.2771772885e+02,2.2766920400e+02,2.6191637858e+07,2.6197220280e+07
read,13,2.2770593286e+02,2.2766920495e+02,2.6192994680e+07,2.6197220170e+07
read,14,2.2771770597e+02,2.2766914296e+02,2.6191640491e+07,2.6197227303e+07
read,15,2.2770553708e+02,2.2766924810e+02,2.6193040207e+07,2.6197215204e+07
read,16,2.2771543598e+02,2.2766914701e+02,2.6191901582e+07,2.6197226836e+07
read,17,2.2770583296e+02,2.2766911507e+02,2.6193006172e+07,2.6197230513e+07
read,18,2.2771740294e+02,2.2766917801e+02,2.6191675345e+07,2.6197223270e+07
read,19,2.2770582294e+02,2.2766922903e+02,2.6193007324e+07,2.6197217399e+07
read,20,2.2771629095e+02,2.2766918898e+02,2.6191803244e+07,2.6197222008e+07
read,21,2.2770550585e+02,2.2766922402e+02,2.6193043799e+07,2.6197217975e+07
read,22,2.2771582508e+02,2.2766919613e+02,2.6191856828e+07,2.6197221185e+07
read,23,2.2770649004e+02,2.2766925097e+02,2.6192930588e+07,2.6197214875e+07
read,24,2.2771599889e+02,2.2766917014e+02,2.6191836837e+07,2.6197224175e+07
read,25,2.2770621777e+02,2.2766916180e+02,2.6192961907e+07,2.6197225136e+07
read,26,2.2771647215e+02,2.2766920519e+02,2.6191782403e+07,2.6197220143e+07
read,27,2.2770740700e+02,2.2766912293e+02,2.6192825111e+07,2.6197229607e+07
read,28,2.2771624613e+02,2.2766910481e+02,2.6191808399e+07,2.6197231692e+07
read,29,2.2770677185e+02,2.2766926312e+02,2.6192898171e+07,2.6197213476e+07
read,30,2.2771555495e+02,2.2766922379e+02,2.6191887898e+07,2.6197218003e+07
read,31,2.2770695305e+02,2.2766922998e+02,2.6192877328e+07,2.6197217289e+07
read,32,2.2771603703e+02,2.2766921592e+02,2.6191832449e+07,2.6197218908e+07
read,33,2.2770604587e+02,2.2766920710e+02,2.6192981681e+07,2.6197219923e+07
read,34,2.2771841002e+02,2.2766920304e+02,2.6191559512e+07,2.6197220389e+07
read,35,2.2770660186e+02,2.2766921592e+02,2.6192917725e+07,2.6197218908e+07
read,36,2.2771656704e+02,2.2766916990e+02,2.6191771488e+07,2.6197224203e+07
read,37,2.2770563102e+02,2.2766923308e+02,2.6193029401e+07,2.6197216933e+07
read,38,2.2771694183e+02,2.2766919494e+02,2.6191728380e+07,2.6197221322e+07
read,39,2.2770623112e+02,2.2766921210e+02,2.6192960372e+07,2.6197219347e+07
read,40,2.2771592593e+02,2.2766910481e+02,2.6191845228e+07,2.6197231692e+07
read,41,2.2770823789e+02,2.2766920900e+02,2.6192729536e+07,2.6197219704e+07
read,42,2.2771887088e+02,2.2766911197e+02,2.6191506505e+07,2.6197230869e+07
read,43,2.2770740199e+02,2.2766920185e+02,2.6192825687e+07,2.6197220527e+07
read,44,2.2771903396e+02,2.2766914606e+02,2.6191487749e+07,2.6197226946e+07
read,45,2.2770614290e+02,2.2766918683e+02,2.6192970519e+07,2.6197222255e+07
